year,month,country,revenue_mad_millions
2009,2,France,0.517
2009,2,Espagne,0.31
2009,2,Royaume-Uni,0.124
2009,2,Italie,0.103
2009,2,Allemagne,0.103
2009,2,États-Unis,0.083
2009,2,Belgique,0.062
2009,2,Pays-Bas,0.062
2009,2,Brésil,0.041
2009,2,Canada,0.041
2009,3,France,0.842
2009,3,Espagne,0.505
2009,3,Royaume-Uni,0.202
2009,3,Italie,0.168
2009,3,Allemagne,0.168
2009,3,États-Unis,0.135
2009,3,Belgique,0.101
2009,3,Pays-Bas,0.101
2009,3,Brésil,0.067
2009,3,Canada,0.067
2009,4,France,0.985
2009,4,Espagne,0.591
2009,4,Royaume-Uni,0.236
2009,4,Italie,0.197
2009,4,Allemagne,0.197
2009,4,États-Unis,0.158
2009,4,Belgique,0.118
2009,4,Pays-Bas,0.118
2009,4,Brésil,0.079
2009,4,Canada,0.079
2009,5,France,0.817
2009,5,Espagne,0.49
2009,5,Royaume-Uni,0.196
2009,5,Italie,0.163
2009,5,Allemagne,0.163
2009,5,États-Unis,0.131
2009,5,Belgique,0.098
2009,5,Pays-Bas,0.098
2009,5,Brésil,0.065
2009,5,Canada,0.065
2009,6,France,0.834
2009,6,Espagne,0.5
2009,6,Royaume-Uni,0.2
2009,6,Italie,0.167
2009,6,Allemagne,0.167
2009,6,États-Unis,0.133
2009,6,Belgique,0.1
2009,6,Pays-Bas,0.1
2009,6,Brésil,0.067
2009,6,Canada,0.067
2009,7,France,1.401
2009,7,Espagne,0.841
2009,7,Royaume-Uni,0.336
2009,7,Italie,0.28
2009,7,Allemagne,0.28
2009,7,États-Unis,0.224
2009,7,Belgique,0.168
2009,7,Pays-Bas,0.168
2009,7,Brésil,0.112
2009,7,Canada,0.112
2009,8,France,1.564
2009,8,Espagne,0.938
2009,8,Royaume-Uni,0.375
2009,8,Italie,0.313
2009,8,Allemagne,0.313
2009,8,États-Unis,0.25
2009,8,Belgique,0.188
2009,8,Pays-Bas,0.188
2009,8,Brésil,0.125
2009,8,Canada,0.125
2009,9,France,1.208
2009,9,Espagne,0.725
2009,9,Royaume-Uni,0.29
2009,9,Italie,0.242
2009,9,Allemagne,0.242
2009,9,États-Unis,0.193
2009,9,Belgique,0.145
2009,9,Pays-Bas,0.145
2009,9,Brésil,0.097
2009,9,Canada,0.097
2009,10,France,1.078
2009,10,Espagne,0.647
2009,10,Royaume-Uni,0.259
2009,10,Italie,0.216
2009,10,Allemagne,0.216
2009,10,États-Unis,0.173
2009,10,Belgique,0.129
2009,10,Pays-Bas,0.129
2009,10,Brésil,0.086
2009,10,Canada,0.086
2009,11,France,0.734
2009,11,Espagne,0.441
2009,11,Royaume-Uni,0.176
2009,11,Italie,0.147
2009,11,Allemagne,0.147
2009,11,États-Unis,0.118
2009,11,Belgique,0.088
2009,11,Pays-Bas,0.088
2009,11,Brésil,0.059
2009,11,Canada,0.059
2009,12,France,0.722
2009,12,Espagne,0.433
2009,12,Royaume-Uni,0.173
2009,12,Italie,0.144
2009,12,Allemagne,0.144
2009,12,États-Unis,0.115
2009,12,Belgique,0.087
2009,12,Pays-Bas,0.087
2009,12,Brésil,0.058
2009,12,Canada,0.058
2010,1,France,0.874
2010,1,Espagne,0.524
2010,1,Royaume-Uni,0.21
2010,1,Italie,0.175
2010,1,Allemagne,0.175
2010,1,États-Unis,0.14
2010,1,Belgique,0.105
2010,1,Pays-Bas,0.105
2010,1,Brésil,0.07
2010,1,Canada,0.07
2010,2,France,0.624
2010,2,Espagne,0.374
2010,2,Royaume-Uni,0.15
2010,2,Italie,0.125
2010,2,Allemagne,0.125
2010,2,États-Unis,0.1
2010,2,Belgique,0.075
2010,2,Pays-Bas,0.075
2010,2,Brésil,0.05
2010,2,Canada,0.05
2010,3,France,0.939
2010,3,Espagne,0.564
2010,3,Royaume-Uni,0.225
2010,3,Italie,0.188
2010,3,Allemagne,0.188
2010,3,États-Unis,0.15
2010,3,Belgique,0.113
2010,3,Pays-Bas,0.113
2010,3,Brésil,0.075
2010,3,Canada,0.075
2010,4,France,1.228
2010,4,Espagne,0.737
2010,4,Royaume-Uni,0.295
2010,4,Italie,0.246
2010,4,Allemagne,0.246
2010,4,États-Unis,0.196
2010,4,Belgique,0.147
2010,4,Pays-Bas,0.147
2010,4,Brésil,0.098
2010,4,Canada,0.098
2010,5,France,1.166
2010,5,Espagne,0.7
2010,5,Royaume-Uni,0.28
2010,5,Italie,0.233
2010,5,Allemagne,0.233
2010,5,États-Unis,0.187
2010,5,Belgique,0.14
2010,5,Pays-Bas,0.14
2010,5,Brésil,0.093
2010,5,Canada,0.093
2010,6,France,0.998
2010,6,Espagne,0.599
2010,6,Royaume-Uni,0.239
2010,6,Italie,0.2
2010,6,Allemagne,0.2
2010,6,États-Unis,0.16
2010,6,Belgique,0.12
2010,6,Pays-Bas,0.12
2010,6,Brésil,0.08
2010,6,Canada,0.08
2010,7,France,1.46
2010,7,Espagne,0.876
2010,7,Royaume-Uni,0.35
2010,7,Italie,0.292
2010,7,Allemagne,0.292
2010,7,États-Unis,0.234
2010,7,Belgique,0.175
2010,7,Pays-Bas,0.175
2010,7,Brésil,0.117
2010,7,Canada,0.117
2010,8,France,2.008
2010,8,Espagne,1.205
2010,8,Royaume-Uni,0.482
2010,8,Italie,0.402
2010,8,Allemagne,0.402
2010,8,États-Unis,0.321
2010,8,Belgique,0.241
2010,8,Pays-Bas,0.241
2010,8,Brésil,0.161
2010,8,Canada,0.161
2010,9,France,1.541
2010,9,Espagne,0.924
2010,9,Royaume-Uni,0.37
2010,9,Italie,0.308
2010,9,Allemagne,0.308
2010,9,États-Unis,0.247
2010,9,Belgique,0.185
2010,9,Pays-Bas,0.185
2010,9,Brésil,0.123
2010,9,Canada,0.123
2010,10,France,1.271
2010,10,Espagne,0.762
2010,10,Royaume-Uni,0.305
2010,10,Italie,0.254
2010,10,Allemagne,0.254
2010,10,États-Unis,0.203
2010,10,Belgique,0.152
2010,10,Pays-Bas,0.152
2010,10,Brésil,0.102
2010,10,Canada,0.102
2010,11,France,0.869
2010,11,Espagne,0.521
2010,11,Royaume-Uni,0.209
2010,11,Italie,0.174
2010,11,Allemagne,0.174
2010,11,États-Unis,0.139
2010,11,Belgique,0.104
2010,11,Pays-Bas,0.104
2010,11,Brésil,0.07
2010,11,Canada,0.07
2010,12,France,0.895
2010,12,Espagne,0.537
2010,12,Royaume-Uni,0.215
2010,12,Italie,0.179
2010,12,Allemagne,0.179
2010,12,États-Unis,0.143
2010,12,Belgique,0.107
2010,12,Pays-Bas,0.107
2010,12,Brésil,0.072
2010,12,Canada,0.072
2011,1,France,0.805
2011,1,Espagne,0.483
2011,1,Royaume-Uni,0.193
2011,1,Italie,0.161
2011,1,Allemagne,0.161
2011,1,États-Unis,0.129
2011,1,Belgique,0.097
2011,1,Pays-Bas,0.097
2011,1,Brésil,0.064
2011,1,Canada,0.064
2011,2,France,0.646
2011,2,Espagne,0.388
2011,2,Royaume-Uni,0.155
2011,2,Italie,0.129
2011,2,Allemagne,0.129
2011,2,États-Unis,0.103
2011,2,Belgique,0.078
2011,2,Pays-Bas,0.078
2011,2,Brésil,0.052
2011,2,Canada,0.052
2011,3,France,0.976
2011,3,Espagne,0.586
2011,3,Royaume-Uni,0.234
2011,3,Italie,0.195
2011,3,Allemagne,0.195
2011,3,États-Unis,0.156
2011,3,Belgique,0.117
2011,3,Pays-Bas,0.117
2011,3,Brésil,0.078
2011,3,Canada,0.078
2011,4,France,1.202
2011,4,Espagne,0.721
2011,4,Royaume-Uni,0.289
2011,4,Italie,0.24
2011,4,Allemagne,0.24
2011,4,États-Unis,0.192
2011,4,Belgique,0.144
2011,4,Pays-Bas,0.144
2011,4,Brésil,0.096
2011,4,Canada,0.096
2011,5,France,1.092
2011,5,Espagne,0.655
2011,5,Royaume-Uni,0.262
2011,5,Italie,0.218
2011,5,Allemagne,0.218
2011,5,États-Unis,0.175
2011,5,Belgique,0.131
2011,5,Pays-Bas,0.131
2011,5,Brésil,0.087
2011,5,Canada,0.087
2011,6,France,1.124
2011,6,Espagne,0.674
2011,6,Royaume-Uni,0.27
2011,6,Italie,0.225
2011,6,Allemagne,0.225
2011,6,États-Unis,0.18
2011,6,Belgique,0.135
2011,6,Pays-Bas,0.135
2011,6,Brésil,0.09
2011,6,Canada,0.09
2011,7,France,1.641
2011,7,Espagne,0.984
2011,7,Royaume-Uni,0.394
2011,7,Italie,0.328
2011,7,Allemagne,0.328
2011,7,États-Unis,0.262
2011,7,Belgique,0.197
2011,7,Pays-Bas,0.197
2011,7,Brésil,0.131
2011,7,Canada,0.131
2011,8,France,1.914
2011,8,Espagne,1.148
2011,8,Royaume-Uni,0.459
2011,8,Italie,0.383
2011,8,Allemagne,0.383
2011,8,États-Unis,0.306
2011,8,Belgique,0.23
2011,8,Pays-Bas,0.23
2011,8,Brésil,0.153
2011,8,Canada,0.153
2011,9,France,1.424
2011,9,Espagne,0.855
2011,9,Royaume-Uni,0.342
2011,9,Italie,0.285
2011,9,Allemagne,0.285
2011,9,États-Unis,0.228
2011,9,Belgique,0.171
2011,9,Pays-Bas,0.171
2011,9,Brésil,0.114
2011,9,Canada,0.114
2011,10,France,1.217
2011,10,Espagne,0.73
2011,10,Royaume-Uni,0.292
2011,10,Italie,0.243
2011,10,Allemagne,0.243
2011,10,États-Unis,0.195
2011,10,Belgique,0.146
2011,10,Pays-Bas,0.146
2011,10,Brésil,0.097
2011,10,Canada,0.097
2011,11,France,0.962
2011,11,Espagne,0.577
2011,11,Royaume-Uni,0.231
2011,11,Italie,0.192
2011,11,Allemagne,0.192
2011,11,États-Unis,0.154
2011,11,Belgique,0.115
2011,11,Pays-Bas,0.115
2011,11,Brésil,0.077
2011,11,Canada,0.077
2011,12,France,1.092
2011,12,Espagne,0.655
2011,12,Royaume-Uni,0.262
2011,12,Italie,0.218
2011,12,Allemagne,0.218
2011,12,États-Unis,0.175
2011,12,Belgique,0.131
2011,12,Pays-Bas,0.131
2011,12,Brésil,0.087
2011,12,Canada,0.087
2012,1,France,0.79
2012,1,Espagne,0.474
2012,1,Royaume-Uni,0.19
2012,1,Italie,0.158
2012,1,Allemagne,0.158
2012,1,États-Unis,0.126
2012,1,Belgique,0.095
2012,1,Pays-Bas,0.095
2012,1,Brésil,0.063
2012,1,Canada,0.063
2012,2,France,0.694
2012,2,Espagne,0.417
2012,2,Royaume-Uni,0.167
2012,2,Italie,0.139
2012,2,Allemagne,0.139
2012,2,États-Unis,0.111
2012,2,Belgique,0.083
2012,2,Pays-Bas,0.083
2012,2,Brésil,0.056
2012,2,Canada,0.056
2012,3,France,0.943
2012,3,Espagne,0.566
2012,3,Royaume-Uni,0.226
2012,3,Italie,0.189
2012,3,Allemagne,0.189
2012,3,États-Unis,0.151
2012,3,Belgique,0.113
2012,3,Pays-Bas,0.113
2012,3,Brésil,0.075
2012,3,Canada,0.075
2012,4,France,1.199
2012,4,Espagne,0.719
2012,4,Royaume-Uni,0.288
2012,4,Italie,0.24
2012,4,Allemagne,0.24
2012,4,États-Unis,0.192
2012,4,Belgique,0.144
2012,4,Pays-Bas,0.144
2012,4,Brésil,0.096
2012,4,Canada,0.096
2012,5,France,1.226
2012,5,Espagne,0.735
2012,5,Royaume-Uni,0.294
2012,5,Italie,0.245
2012,5,Allemagne,0.245
2012,5,États-Unis,0.196
2012,5,Belgique,0.147
2012,5,Pays-Bas,0.147
2012,5,Brésil,0.098
2012,5,Canada,0.098
2012,6,France,1.109
2012,6,Espagne,0.666
2012,6,Royaume-Uni,0.266
2012,6,Italie,0.222
2012,6,Allemagne,0.222
2012,6,États-Unis,0.177
2012,6,Belgique,0.133
2012,6,Pays-Bas,0.133
2012,6,Brésil,0.089
2012,6,Canada,0.089
2012,7,France,1.853
2012,7,Espagne,1.112
2012,7,Royaume-Uni,0.445
2012,7,Italie,0.371
2012,7,Allemagne,0.371
2012,7,États-Unis,0.296
2012,7,Belgique,0.222
2012,7,Pays-Bas,0.222
2012,7,Brésil,0.148
2012,7,Canada,0.148
2012,8,France,1.92
2012,8,Espagne,1.152
2012,8,Royaume-Uni,0.461
2012,8,Italie,0.384
2012,8,Allemagne,0.384
2012,8,États-Unis,0.307
2012,8,Belgique,0.23
2012,8,Pays-Bas,0.23
2012,8,Brésil,0.154
2012,8,Canada,0.154
2012,9,France,1.424
2012,9,Espagne,0.854
2012,9,Royaume-Uni,0.342
2012,9,Italie,0.285
2012,9,Allemagne,0.285
2012,9,États-Unis,0.228
2012,9,Belgique,0.171
2012,9,Pays-Bas,0.171
2012,9,Brésil,0.114
2012,9,Canada,0.114
2012,10,France,1.265
2012,10,Espagne,0.759
2012,10,Royaume-Uni,0.304
2012,10,Italie,0.253
2012,10,Allemagne,0.253
2012,10,États-Unis,0.202
2012,10,Belgique,0.152
2012,10,Pays-Bas,0.152
2012,10,Brésil,0.101
2012,10,Canada,0.101
2012,11,France,0.974
2012,11,Espagne,0.584
2012,11,Royaume-Uni,0.234
2012,11,Italie,0.195
2012,11,Allemagne,0.195
2012,11,États-Unis,0.156
2012,11,Belgique,0.117
2012,11,Pays-Bas,0.117
2012,11,Brésil,0.078
2012,11,Canada,0.078
2012,12,France,1.07
2012,12,Espagne,0.642
2012,12,Royaume-Uni,0.257
2012,12,Italie,0.214
2012,12,Allemagne,0.214
2012,12,États-Unis,0.171
2012,12,Belgique,0.128
2012,12,Pays-Bas,0.128
2012,12,Brésil,0.086
2012,12,Canada,0.086
2013,1,France,0.886
2013,1,Espagne,0.531
2013,1,Royaume-Uni,0.213
2013,1,Italie,0.177
2013,1,Allemagne,0.177
2013,1,États-Unis,0.142
2013,1,Belgique,0.106
2013,1,Pays-Bas,0.106
2013,1,Brésil,0.071
2013,1,Canada,0.071
2013,2,France,0.82
2013,2,Espagne,0.492
2013,2,Royaume-Uni,0.197
2013,2,Italie,0.164
2013,2,Allemagne,0.164
2013,2,États-Unis,0.131
2013,2,Belgique,0.098
2013,2,Pays-Bas,0.098
2013,2,Brésil,0.066
2013,2,Canada,0.066
2013,3,France,1.039
2013,3,Espagne,0.623
2013,3,Royaume-Uni,0.249
2013,3,Italie,0.208
2013,3,Allemagne,0.208
2013,3,États-Unis,0.166
2013,3,Belgique,0.125
2013,3,Pays-Bas,0.125
2013,3,Brésil,0.083
2013,3,Canada,0.083
2013,4,France,1.164
2013,4,Espagne,0.698
2013,4,Royaume-Uni,0.279
2013,4,Italie,0.233
2013,4,Allemagne,0.233
2013,4,États-Unis,0.186
2013,4,Belgique,0.14
2013,4,Pays-Bas,0.14
2013,4,Brésil,0.093
2013,4,Canada,0.093
2013,5,France,1.266
2013,5,Espagne,0.76
2013,5,Royaume-Uni,0.304
2013,5,Italie,0.253
2013,5,Allemagne,0.253
2013,5,États-Unis,0.203
2013,5,Belgique,0.152
2013,5,Pays-Bas,0.152
2013,5,Brésil,0.101
2013,5,Canada,0.101
2013,6,France,1.081
2013,6,Espagne,0.648
2013,6,Royaume-Uni,0.259
2013,6,Italie,0.216
2013,6,Allemagne,0.216
2013,6,États-Unis,0.173
2013,6,Belgique,0.13
2013,6,Pays-Bas,0.13
2013,6,Brésil,0.086
2013,6,Canada,0.086
2013,7,France,1.719
2013,7,Espagne,1.031
2013,7,Royaume-Uni,0.413
2013,7,Italie,0.344
2013,7,Allemagne,0.344
2013,7,États-Unis,0.275
2013,7,Belgique,0.206
2013,7,Pays-Bas,0.206
2013,7,Brésil,0.138
2013,7,Canada,0.138
2013,8,France,2.155
2013,8,Espagne,1.293
2013,8,Royaume-Uni,0.517
2013,8,Italie,0.431
2013,8,Allemagne,0.431
2013,8,États-Unis,0.345
2013,8,Belgique,0.259
2013,8,Pays-Bas,0.259
2013,8,Brésil,0.172
2013,8,Canada,0.172
2013,9,France,1.611
2013,9,Espagne,0.967
2013,9,Royaume-Uni,0.387
2013,9,Italie,0.322
2013,9,Allemagne,0.322
2013,9,États-Unis,0.258
2013,9,Belgique,0.193
2013,9,Pays-Bas,0.193
2013,9,Brésil,0.129
2013,9,Canada,0.129
2013,10,France,1.361
2013,10,Espagne,0.817
2013,10,Royaume-Uni,0.327
2013,10,Italie,0.272
2013,10,Allemagne,0.272
2013,10,États-Unis,0.218
2013,10,Belgique,0.163
2013,10,Pays-Bas,0.163
2013,10,Brésil,0.109
2013,10,Canada,0.109
2013,11,France,1.078
2013,11,Espagne,0.647
2013,11,Royaume-Uni,0.259
2013,11,Italie,0.216
2013,11,Allemagne,0.216
2013,11,États-Unis,0.173
2013,11,Belgique,0.129
2013,11,Pays-Bas,0.129
2013,11,Brésil,0.086
2013,11,Canada,0.086
2013,12,France,1.043
2013,12,Espagne,0.626
2013,12,Royaume-Uni,0.25
2013,12,Italie,0.209
2013,12,Allemagne,0.209
2013,12,États-Unis,0.167
2013,12,Belgique,0.125
2013,12,Pays-Bas,0.125
2013,12,Brésil,0.083
2013,12,Canada,0.083
2014,1,France,0.914
2014,1,Espagne,0.549
2014,1,Royaume-Uni,0.219
2014,1,Italie,0.183
2014,1,Allemagne,0.183
2014,1,États-Unis,0.146
2014,1,Belgique,0.11
2014,1,Pays-Bas,0.11
2014,1,Brésil,0.073
2014,1,Canada,0.073
2014,2,France,0.735
2014,2,Espagne,0.441
2014,2,Royaume-Uni,0.176
2014,2,Italie,0.147
2014,2,Allemagne,0.147
2014,2,États-Unis,0.118
2014,2,Belgique,0.088
2014,2,Pays-Bas,0.088
2014,2,Brésil,0.059
2014,2,Canada,0.059
2014,3,France,1.141
2014,3,Espagne,0.684
2014,3,Royaume-Uni,0.274
2014,3,Italie,0.228
2014,3,Allemagne,0.228
2014,3,États-Unis,0.182
2014,3,Belgique,0.137
2014,3,Pays-Bas,0.137
2014,3,Brésil,0.091
2014,3,Canada,0.091
2014,4,France,1.189
2014,4,Espagne,0.713
2014,4,Royaume-Uni,0.285
2014,4,Italie,0.238
2014,4,Allemagne,0.238
2014,4,États-Unis,0.19
2014,4,Belgique,0.143
2014,4,Pays-Bas,0.143
2014,4,Brésil,0.095
2014,4,Canada,0.095
2014,5,France,1.27
2014,5,Espagne,0.762
2014,5,Royaume-Uni,0.305
2014,5,Italie,0.254
2014,5,Allemagne,0.254
2014,5,États-Unis,0.203
2014,5,Belgique,0.152
2014,5,Pays-Bas,0.152
2014,5,Brésil,0.102
2014,5,Canada,0.102
2014,6,France,1.141
2014,6,Espagne,0.685
2014,6,Royaume-Uni,0.274
2014,6,Italie,0.228
2014,6,Allemagne,0.228
2014,6,États-Unis,0.183
2014,6,Belgique,0.137
2014,6,Pays-Bas,0.137
2014,6,Brésil,0.091
2014,6,Canada,0.091
2014,7,France,1.947
2014,7,Espagne,1.168
2014,7,Royaume-Uni,0.467
2014,7,Italie,0.389
2014,7,Allemagne,0.389
2014,7,États-Unis,0.311
2014,7,Belgique,0.234
2014,7,Pays-Bas,0.234
2014,7,Brésil,0.156
2014,7,Canada,0.156
2014,8,France,2.316
2014,8,Espagne,1.39
2014,8,Royaume-Uni,0.556
2014,8,Italie,0.463
2014,8,Allemagne,0.463
2014,8,États-Unis,0.371
2014,8,Belgique,0.278
2014,8,Pays-Bas,0.278
2014,8,Brésil,0.185
2014,8,Canada,0.185
2014,9,France,1.541
2014,9,Espagne,0.924
2014,9,Royaume-Uni,0.37
2014,9,Italie,0.308
2014,9,Allemagne,0.308
2014,9,États-Unis,0.247
2014,9,Belgique,0.185
2014,9,Pays-Bas,0.185
2014,9,Brésil,0.123
2014,9,Canada,0.123
2014,10,France,1.32
2014,10,Espagne,0.792
2014,10,Royaume-Uni,0.317
2014,10,Italie,0.264
2014,10,Allemagne,0.264
2014,10,États-Unis,0.211
2014,10,Belgique,0.158
2014,10,Pays-Bas,0.158
2014,10,Brésil,0.106
2014,10,Canada,0.106
2014,11,France,1.033
2014,11,Espagne,0.62
2014,11,Royaume-Uni,0.248
2014,11,Italie,0.207
2014,11,Allemagne,0.207
2014,11,États-Unis,0.165
2014,11,Belgique,0.124
2014,11,Pays-Bas,0.124
2014,11,Brésil,0.083
2014,11,Canada,0.083
2014,12,France,0.99
2014,12,Espagne,0.594
2014,12,Royaume-Uni,0.238
2014,12,Italie,0.198
2014,12,Allemagne,0.198
2014,12,États-Unis,0.158
2014,12,Belgique,0.119
2014,12,Pays-Bas,0.119
2014,12,Brésil,0.079
2014,12,Canada,0.079
2015,1,France,0.993
2015,1,Espagne,0.596
2015,1,Royaume-Uni,0.238
2015,1,Italie,0.199
2015,1,Allemagne,0.199
2015,1,États-Unis,0.159
2015,1,Belgique,0.119
2015,1,Pays-Bas,0.119
2015,1,Brésil,0.079
2015,1,Canada,0.079
2015,2,France,0.806
2015,2,Espagne,0.483
2015,2,Royaume-Uni,0.193
2015,2,Italie,0.161
2015,2,Allemagne,0.161
2015,2,États-Unis,0.129
2015,2,Belgique,0.097
2015,2,Pays-Bas,0.097
2015,2,Brésil,0.064
2015,2,Canada,0.064
2015,3,France,1.06
2015,3,Espagne,0.636
2015,3,Royaume-Uni,0.254
2015,3,Italie,0.212
2015,3,Allemagne,0.212
2015,3,États-Unis,0.17
2015,3,Belgique,0.127
2015,3,Pays-Bas,0.127
2015,3,Brésil,0.085
2015,3,Canada,0.085
2015,4,France,1.312
2015,4,Espagne,0.787
2015,4,Royaume-Uni,0.315
2015,4,Italie,0.262
2015,4,Allemagne,0.262
2015,4,États-Unis,0.21
2015,4,Belgique,0.157
2015,4,Pays-Bas,0.157
2015,4,Brésil,0.105
2015,4,Canada,0.105
2015,5,France,1.216
2015,5,Espagne,0.729
2015,5,Royaume-Uni,0.292
2015,5,Italie,0.243
2015,5,Allemagne,0.243
2015,5,États-Unis,0.195
2015,5,Belgique,0.146
2015,5,Pays-Bas,0.146
2015,5,Brésil,0.097
2015,5,Canada,0.097
2015,6,France,1.18
2015,6,Espagne,0.708
2015,6,Royaume-Uni,0.283
2015,6,Italie,0.236
2015,6,Allemagne,0.236
2015,6,États-Unis,0.189
2015,6,Belgique,0.142
2015,6,Pays-Bas,0.142
2015,6,Brésil,0.094
2015,6,Canada,0.094
2015,7,France,2.042
2015,7,Espagne,1.225
2015,7,Royaume-Uni,0.49
2015,7,Italie,0.408
2015,7,Allemagne,0.408
2015,7,États-Unis,0.327
2015,7,Belgique,0.245
2015,7,Pays-Bas,0.245
2015,7,Brésil,0.163
2015,7,Canada,0.163
2015,8,France,2.038
2015,8,Espagne,1.223
2015,8,Royaume-Uni,0.489
2015,8,Italie,0.408
2015,8,Allemagne,0.408
2015,8,États-Unis,0.326
2015,8,Belgique,0.245
2015,8,Pays-Bas,0.245
2015,8,Brésil,0.163
2015,8,Canada,0.163
2015,9,France,1.667
2015,9,Espagne,1
2015,9,Royaume-Uni,0.4
2015,9,Italie,0.333
2015,9,Allemagne,0.333
2015,9,États-Unis,0.267
2015,9,Belgique,0.2
2015,9,Pays-Bas,0.2
2015,9,Brésil,0.133
2015,9,Canada,0.133
2015,10,France,1.559
2015,10,Espagne,0.935
2015,10,Royaume-Uni,0.374
2015,10,Italie,0.312
2015,10,Allemagne,0.312
2015,10,États-Unis,0.249
2015,10,Belgique,0.187
2015,10,Pays-Bas,0.187
2015,10,Brésil,0.125
2015,10,Canada,0.125
2015,11,France,1.224
2015,11,Espagne,0.734
2015,11,Royaume-Uni,0.294
2015,11,Italie,0.245
2015,11,Allemagne,0.245
2015,11,États-Unis,0.196
2015,11,Belgique,0.147
2015,11,Pays-Bas,0.147
2015,11,Brésil,0.098
2015,11,Canada,0.098
2015,12,France,1.025
2015,12,Espagne,0.615
2015,12,Royaume-Uni,0.246
2015,12,Italie,0.205
2015,12,Allemagne,0.205
2015,12,États-Unis,0.164
2015,12,Belgique,0.123
2015,12,Pays-Bas,0.123
2015,12,Brésil,0.082
2015,12,Canada,0.082
2016,1,France,0.883
2016,1,Espagne,0.53
2016,1,Royaume-Uni,0.212
2016,1,Italie,0.177
2016,1,Allemagne,0.177
2016,1,États-Unis,0.141
2016,1,Belgique,0.106
2016,1,Pays-Bas,0.106
2016,1,Brésil,0.071
2016,1,Canada,0.071
2016,2,France,0.879
2016,2,Espagne,0.528
2016,2,Royaume-Uni,0.211
2016,2,Italie,0.176
2016,2,Allemagne,0.176
2016,2,États-Unis,0.141
2016,2,Belgique,0.106
2016,2,Pays-Bas,0.106
2016,2,Brésil,0.07
2016,2,Canada,0.07
2016,3,France,1.048
2016,3,Espagne,0.629
2016,3,Royaume-Uni,0.252
2016,3,Italie,0.21
2016,3,Allemagne,0.21
2016,3,États-Unis,0.168
2016,3,Belgique,0.126
2016,3,Pays-Bas,0.126
2016,3,Brésil,0.084
2016,3,Canada,0.084
2016,4,France,1.259
2016,4,Espagne,0.755
2016,4,Royaume-Uni,0.302
2016,4,Italie,0.252
2016,4,Allemagne,0.252
2016,4,États-Unis,0.201
2016,4,Belgique,0.151
2016,4,Pays-Bas,0.151
2016,4,Brésil,0.101
2016,4,Canada,0.101
2016,5,France,1.267
2016,5,Espagne,0.76
2016,5,Royaume-Uni,0.304
2016,5,Italie,0.253
2016,5,Allemagne,0.253
2016,5,États-Unis,0.203
2016,5,Belgique,0.152
2016,5,Pays-Bas,0.152
2016,5,Brésil,0.101
2016,5,Canada,0.101
2016,6,France,1.06
2016,6,Espagne,0.636
2016,6,Royaume-Uni,0.254
2016,6,Italie,0.212
2016,6,Allemagne,0.212
2016,6,États-Unis,0.17
2016,6,Belgique,0.127
2016,6,Pays-Bas,0.127
2016,6,Brésil,0.085
2016,6,Canada,0.085
2016,7,France,1.679
2016,7,Espagne,1.007
2016,7,Royaume-Uni,0.403
2016,7,Italie,0.336
2016,7,Allemagne,0.336
2016,7,États-Unis,0.269
2016,7,Belgique,0.201
2016,7,Pays-Bas,0.201
2016,7,Brésil,0.134
2016,7,Canada,0.134
2016,8,France,2.013
2016,8,Espagne,1.208
2016,8,Royaume-Uni,0.483
2016,8,Italie,0.403
2016,8,Allemagne,0.403
2016,8,États-Unis,0.322
2016,8,Belgique,0.242
2016,8,Pays-Bas,0.242
2016,8,Brésil,0.161
2016,8,Canada,0.161
2016,9,France,1.477
2016,9,Espagne,0.886
2016,9,Royaume-Uni,0.355
2016,9,Italie,0.295
2016,9,Allemagne,0.295
2016,9,États-Unis,0.236
2016,9,Belgique,0.177
2016,9,Pays-Bas,0.177
2016,9,Brésil,0.118
2016,9,Canada,0.118
2016,10,France,1.544
2016,10,Espagne,0.926
2016,10,Royaume-Uni,0.371
2016,10,Italie,0.309
2016,10,Allemagne,0.309
2016,10,États-Unis,0.247
2016,10,Belgique,0.185
2016,10,Pays-Bas,0.185
2016,10,Brésil,0.124
2016,10,Canada,0.124
2016,11,France,0.983
2016,11,Espagne,0.59
2016,11,Royaume-Uni,0.236
2016,11,Italie,0.197
2016,11,Allemagne,0.197
2016,11,États-Unis,0.157
2016,11,Belgique,0.118
2016,11,Pays-Bas,0.118
2016,11,Brésil,0.079
2016,11,Canada,0.079
2016,12,France,1.168
2016,12,Espagne,0.701
2016,12,Royaume-Uni,0.28
2016,12,Italie,0.234
2016,12,Allemagne,0.234
2016,12,États-Unis,0.187
2016,12,Belgique,0.14
2016,12,Pays-Bas,0.14
2016,12,Brésil,0.093
2016,12,Canada,0.093
2017,1,France,1.081
2017,1,Espagne,0.649
2017,1,Royaume-Uni,0.259
2017,1,Italie,0.216
2017,1,Allemagne,0.216
2017,1,États-Unis,0.173
2017,1,Belgique,0.13
2017,1,Pays-Bas,0.13
2017,1,Brésil,0.086
2017,1,Canada,0.086
2017,2,France,0.906
2017,2,Espagne,0.544
2017,2,Royaume-Uni,0.217
2017,2,Italie,0.181
2017,2,Allemagne,0.181
2017,2,États-Unis,0.145
2017,2,Belgique,0.109
2017,2,Pays-Bas,0.109
2017,2,Brésil,0.072
2017,2,Canada,0.072
2017,3,France,1.107
