year,month,hotel_name,city,stars,rooms,occupancy_pct,adr_mad,revenue_mad
2007,6,Riad Kniza,Marrakech,5,11,36,220,26264
2007,7,Riad Kniza,Marrakech,5,11,50,220,45024
2007,8,Riad Kniza,Marrakech,5,11,65,220,52528
2007,9,Riad Kniza,Marrakech,5,11,53,220,37520
2007,10,Riad Kniza,Marrakech,5,11,41,220,33768
2007,11,Riad Kniza,Marrakech,5,11,29,220,26264
2007,12,Riad Kniza,Marrakech,5,11,29,220,26264
2007,1,Dar Ahlam,Skoura,5,14,25,264,32478
2007,2,Dar Ahlam,Skoura,5,14,24,264,27065
2007,3,Dar Ahlam,Skoura,5,14,28,264,37891
2007,4,Dar Ahlam,Skoura,5,14,31,264,43304
2007,5,Dar Ahlam,Skoura,5,14,37,264,43304
2007,6,Dar Ahlam,Skoura,5,14,31,264,37891
2007,7,Dar Ahlam,Skoura,5,14,62,264,64956
2007,8,Dar Ahlam,Skoura,5,14,71,264,75782
2007,9,Dar Ahlam,Skoura,5,14,42,264,54130
2007,10,Dar Ahlam,Skoura,5,14,39,264,48717
2007,11,Dar Ahlam,Skoura,5,14,36,264,37891
2007,12,Dar Ahlam,Skoura,5,14,35,264,37891
2008,1,La Mamounia,Marrakech,5,209,30,169,270856
2008,2,La Mamounia,Marrakech,5,209,22,169,225713
2008,3,La Mamounia,Marrakech,5,209,32,169,315998
2008,4,La Mamounia,Marrakech,5,209,35,169,361141
2008,5,La Mamounia,Marrakech,5,209,33,169,361141
2008,6,La Mamounia,Marrakech,5,209,28,169,315998
2008,7,La Mamounia,Marrakech,5,209,47,169,541711
2008,8,La Mamounia,Marrakech,5,209,65,169,631996
2008,9,La Mamounia,Marrakech,5,209,44,169,451426
2008,10,La Mamounia,Marrakech,5,209,40,169,406283
2008,11,La Mamounia,Marrakech,5,209,31,169,315998
2008,12,La Mamounia,Marrakech,5,209,27,169,315998
2008,1,Royal Mansour,Marrakech,5,53,25,245,108346
2008,2,Royal Mansour,Marrakech,5,53,20,245,90288
2008,3,Royal Mansour,Marrakech,5,53,35,245,126404
2008,4,Royal Mansour,Marrakech,5,53,33,245,144462
2008,5,Royal Mansour,Marrakech,5,53,38,245,144462
2008,6,Royal Mansour,Marrakech,5,53,33,245,126404
2008,7,Royal Mansour,Marrakech,5,53,48,245,216692
2008,8,Royal Mansour,Marrakech,5,53,69,245,252808
2008,9,Royal Mansour,Marrakech,5,53,41,245,180577
2008,10,Royal Mansour,Marrakech,5,53,44,245,162519
2008,11,Royal Mansour,Marrakech,5,53,31,245,126404
2008,12,Royal Mansour,Marrakech,5,53,34,245,126404
2008,1,Four Seasons Resort,Marrakech,5,139,30,166,225730
2008,2,Four Seasons Resort,Marrakech,5,139,22,166,188108
2008,3,Four Seasons Resort,Marrakech,5,139,38,166,263351
2008,4,Four Seasons Resort,Marrakech,5,139,41,166,300973
2008,5,Four Seasons Resort,Marrakech,5,139,42,166,300973
2008,6,Four Seasons Resort,Marrakech,5,139,37,166,263351
2008,7,Four Seasons Resort,Marrakech,5,139,66,166,451459
2008,8,Four Seasons Resort,Marrakech,5,139,75,166,526703
2008,9,Four Seasons Resort,Marrakech,5,139,50,166,376216
2008,10,Four Seasons Resort,Marrakech,5,139,41,166,338594
2008,11,Four Seasons Resort,Marrakech,5,139,34,166,263351
2008,12,Four Seasons Resort,Marrakech,5,139,30,166,263351
2008,1,Amanjena,Marrakech,5,32,23,183,37344
2008,2,Amanjena,Marrakech,5,32,18,183,31120
2008,3,Amanjena,Marrakech,5,32,31,183,43568
2008,4,Amanjena,Marrakech,5,32,31,183,49792
2008,5,Amanjena,Marrakech,5,32,29,183,49792
2008,6,Amanjena,Marrakech,5,32,29,183,43568
2008,7,Amanjena,Marrakech,5,32,49,183,74689
2008,8,Amanjena,Marrakech,5,32,56,183,87137
2008,9,Amanjena,Marrakech,5,32,44,183,62240
2008,10,Amanjena,Marrakech,5,32,38,183,56016
2008,11,Amanjena,Marrakech,5,32,31,183,43568
2008,12,Amanjena,Marrakech,5,32,30,183,43568
2008,1,Sofitel Marrakech,Marrakech,5,303,31,119,318943
2008,2,Sofitel Marrakech,Marrakech,5,303,21,119,265786
2008,3,Sofitel Marrakech,Marrakech,5,303,36,119,372100
2008,4,Sofitel Marrakech,Marrakech,5,303,38,119,425257
2008,5,Sofitel Marrakech,Marrakech,5,303,32,119,425257
2008,6,Sofitel Marrakech,Marrakech,5,303,37,119,372100
2008,7,Sofitel Marrakech,Marrakech,5,303,62,119,637886
2008,8,Sofitel Marrakech,Marrakech,5,303,67,119,744200
2008,9,Sofitel Marrakech,Marrakech,5,303,49,119,531572
2008,10,Sofitel Marrakech,Marrakech,5,303,38,119,478415
2008,11,Sofitel Marrakech,Marrakech,5,303,30,119,372100
2008,12,Sofitel Marrakech,Marrakech,5,303,33,119,372100
2008,1,Riad Yasmine,Marrakech,4,7,30,50,3507
2008,2,Riad Yasmine,Marrakech,4,7,26,50,2922
2008,3,Riad Yasmine,Marrakech,4,7,38,50,4091
2008,4,Riad Yasmine,Marrakech,4,7,35,50,4676
2008,5,Riad Yasmine,Marrakech,4,7,38,50,4676
2008,6,Riad Yasmine,Marrakech,4,7,31,50,4091
2008,7,Riad Yasmine,Marrakech,4,7,64,50,7014
2008,8,Riad Yasmine,Marrakech,4,7,63,50,8183
2008,9,Riad Yasmine,Marrakech,4,7,52,50,5845
2008,10,Riad Yasmine,Marrakech,4,7,40,50,5260
2008,11,Riad Yasmine,Marrakech,4,7,35,50,4091
2008,12,Riad Yasmine,Marrakech,4,7,35,50,4091
2008,1,Kenzi Tower Hotel,Casablanca,5,240,29,97,168128
2008,2,Kenzi Tower Hotel,Casablanca,5,240,20,97,140106
2008,3,Kenzi Tower Hotel,Casablanca,5,240,33,97,196149
2008,4,Kenzi Tower Hotel,Casablanca,5,240,31,97,224170
2008,5,Kenzi Tower Hotel,Casablanca,5,240,30,97,224170
2008,6,Kenzi Tower Hotel,Casablanca,5,240,32,97,196149
2008,7,Kenzi Tower Hotel,Casablanca,5,240,54,97,336255
2008,8,Kenzi Tower Hotel,Casablanca,5,240,63,97,392298
2008,9,Kenzi Tower Hotel,Casablanca,5,240,40,97,280213
2008,10,Kenzi Tower Hotel,Casablanca,5,240,35,97,252191
2008,11,Kenzi Tower Hotel,Casablanca,5,240,32,97,196149
2008,12,Kenzi Tower Hotel,Casablanca,5,240,33,97,196149
2008,1,Four Seasons Casablanca,Casablanca,5,186,28,130,164767
2008,2,Four Seasons Casablanca,Casablanca,5,186,21,130,137306
2008,3,Four Seasons Casablanca,Casablanca,5,186,30,130,192228
2008,4,Four Seasons Casablanca,Casablanca,5,186,31,130,219690
2008,5,Four Seasons Casablanca,Casablanca,5,186,30,130,219690
2008,6,Four Seasons Casablanca,Casablanca,5,186,27,130,192228
2008,7,Four Seasons Casablanca,Casablanca,5,186,47,130,329534
2008,8,Four Seasons Casablanca,Casablanca,5,186,61,130,384457
2008,9,Four Seasons Casablanca,Casablanca,5,186,37,130,274612
2008,10,Four Seasons Casablanca,Casablanca,5,186,40,130,247151
2008,11,Four Seasons Casablanca,Casablanca,5,186,25,130,192228
2008,12,Four Seasons Casablanca,Casablanca,5,186,27,130,192228
2008,1,Hyatt Regency,Casablanca,5,252,26,102,241787
2008,2,Hyatt Regency,Casablanca,5,252,21,102,201489
2008,3,Hyatt Regency,Casablanca,5,252,38,102,282085
2008,4,Hyatt Regency,Casablanca,5,252,40,102,322382
2008,5,Hyatt Regency,Casablanca,5,252,37,102,322382
2008,6,Hyatt Regency,Casablanca,5,252,30,102,282085
2008,7,Hyatt Regency,Casablanca,5,252,54,102,483574
2008,8,Hyatt Regency,Casablanca,5,252,73,102,564169
2008,9,Hyatt Regency,Casablanca,5,252,47,102,402978
2008,10,Hyatt Regency,Casablanca,5,252,37,102,362680
2008,11,Hyatt Regency,Casablanca,5,252,31,102,282085
2008,12,Hyatt Regency,Casablanca,5,252,32,102,282085
2008,1,Sofitel Casablanca,Casablanca,5,141,32,84,111482
2008,2,Sofitel Casablanca,Casablanca,5,141,22,84,92902
2008,3,Sofitel Casablanca,Casablanca,5,141,29,84,130062
2008,4,Sofitel Casablanca,Casablanca,5,141,40,84,148643
2008,5,Sofitel Casablanca,Casablanca,5,141,35,84,148643
2008,6,Sofitel Casablanca,Casablanca,5,141,32,84,130062
2008,7,Sofitel Casablanca,Casablanca,5,141,62,84,222964
2008,8,Sofitel Casablanca,Casablanca,5,141,64,84,260125
2008,9,Sofitel Casablanca,Casablanca,5,141,44,84,185803
2008,10,Sofitel Casablanca,Casablanca,5,141,43,84,167223
2008,11,Sofitel Casablanca,Casablanca,5,141,30,84,130062
2008,12,Sofitel Casablanca,Casablanca,5,141,32,84,130062
2008,1,Hilton Tanger City Center,Tanger,5,200,20,73,87493
2008,2,Hilton Tanger City Center,Tanger,5,200,17,73,72911
2008,3,Hilton Tanger City Center,Tanger,5,200,30,73,102075
2008,4,Hilton Tanger City Center,Tanger,5,200,32,73,116657
2008,5,Hilton Tanger City Center,Tanger,5,200,33,73,116657
2008,6,Hilton Tanger City Center,Tanger,5,200,30,73,102075
2008,7,Hilton Tanger City Center,Tanger,5,200,40,73,174986
2008,8,Hilton Tanger City Center,Tanger,5,200,50,73,204150
2008,9,Hilton Tanger City Center,Tanger,5,200,33,73,145821
2008,10,Hilton Tanger City Center,Tanger,5,200,38,73,131239
2008,11,Hilton Tanger City Center,Tanger,5,200,26,73,102075
2008,12,Hilton Tanger City Center,Tanger,5,200,27,73,102075
2008,1,Sofitel Tanger Bay,Tanger,5,103,24,67,51506
2008,2,Sofitel Tanger Bay,Tanger,5,103,20,67,42922
2008,3,Sofitel Tanger Bay,Tanger,5,103,28,67,60091
2008,4,Sofitel Tanger Bay,Tanger,5,103,33,67,68675
2008,5,Sofitel Tanger Bay,Tanger,5,103,32,67,68675
2008,6,Sofitel Tanger Bay,Tanger,5,103,29,67,60091
2008,7,Sofitel Tanger Bay,Tanger,5,103,59,67,103012
2008,8,Sofitel Tanger Bay,Tanger,5,103,65,67,120181
2008,9,Sofitel Tanger Bay,Tanger,5,103,46,67,85844
2008,10,Sofitel Tanger Bay,Tanger,5,103,38,67,77259
2008,11,Sofitel Tanger Bay,Tanger,5,103,26,67,60091
2008,12,Sofitel Tanger Bay,Tanger,5,103,31,67,60091
2008,1,Hotel & Spa La Folie,Tanger,4,44,24,45,12676
2008,2,Hotel & Spa La Folie,Tanger,4,44,18,45,10563
2008,3,Hotel & Spa La Folie,Tanger,4,44,26,45,14788
2008,4,Hotel & Spa La Folie,Tanger,4,44,35,45,16901
2008,5,Hotel & Spa La Folie,Tanger,4,44,33,45,16901
2008,6,Hotel & Spa La Folie,Tanger,4,44,25,45,14788
2008,7,Hotel & Spa La Folie,Tanger,4,44,53,45,25352
2008,8,Hotel & Spa La Folie,Tanger,4,44,59,45,29577
2008,9,Hotel & Spa La Folie,Tanger,4,44,42,45,21126
2008,10,Hotel & Spa La Folie,Tanger,4,44,34,45,19014
2008,11,Hotel & Spa La Folie,Tanger,4,44,28,45,14788
2008,12,Hotel & Spa La Folie,Tanger,4,44,28,45,14788
2008,1,Riad Laaroussa,Fès,5,28,24,89,18899
2008,2,Riad Laaroussa,Fès,5,28,21,89,15749
2008,3,Riad Laaroussa,Fès,5,28,34,89,22049
2008,4,Riad Laaroussa,Fès,5,28,37,89,25199
2008,5,Riad Laaroussa,Fès,5,28,38,89,25199
2008,6,Riad Laaroussa,Fès,5,28,28,89,22049
2008,7,Riad Laaroussa,Fès,5,28,46,89,37799
2008,8,Riad Laaroussa,Fès,5,28,57,89,44099
2008,9,Riad Laaroussa,Fès,5,28,46,89,31499
2008,10,Riad Laaroussa,Fès,5,28,37,89,28349
2008,11,Riad Laaroussa,Fès,5,28,29,89,22049
2008,12,Riad Laaroussa,Fès,5,28,34,89,22049
2008,1,Palais Amani,Fès,5,21,23,100,15188
2008,2,Palais Amani,Fès,5,21,18,100,12657
2008,3,Palais Amani,Fès,5,21,25,100,17719
2008,4,Palais Amani,Fès,5,21,33,100,20251
2008,5,Palais Amani,Fès,5,21,35,100,20251
2008,6,Palais Amani,Fès,5,21,28,100,17719
2008,7,Palais Amani,Fès,5,21,52,100,30376
2008,8,Palais Amani,Fès,5,21,67,100,35439
2008,9,Palais Amani,Fès,5,21,47,100,25313
2008,10,Palais Amani,Fès,5,21,42,100,22782
2008,11,Palais Amani,Fès,5,21,27,100,17719
2008,12,Palais Amani,Fès,5,21,28,100,17719
2008,1,Sofitel Palais Jamai,Fès,5,136,23,64,70126
2008,2,Sofitel Palais Jamai,Fès,5,136,21,64,58438
2008,3,Sofitel Palais Jamai,Fès,5,136,30,64,81813
2008,4,Sofitel Palais Jamai,Fès,5,136,38,64,93501
2008,5,Sofitel Palais Jamai,Fès,5,136,32,64,93501
2008,6,Sofitel Palais Jamai,Fès,5,136,32,64,81813
2008,7,Sofitel Palais Jamai,Fès,5,136,51,64,140251
2008,8,Sofitel Palais Jamai,Fès,5,136,71,64,163626
2008,9,Sofitel Palais Jamai,Fès,5,136,39,64,116876
2008,10,Sofitel Palais Jamai,Fès,5,136,36,64,105188
2008,11,Sofitel Palais Jamai,Fès,5,136,35,64,81813
2008,12,Sofitel Palais Jamai,Fès,5,136,34,64,81813
2008,1,Riad Fès,Fès,5,32,24,75,19243
2008,2,Riad Fès,Fès,5,32,24,75,16036
2008,3,Riad Fès,Fès,5,32,29,75,22450
2008,4,Riad Fès,Fès,5,32,37,75,25657
2008,5,Riad Fès,Fès,5,32,41,75,25657
2008,6,Riad Fès,Fès,5,32,29,75,22450
2008,7,Riad Fès,Fès,5,32,60,75,38486
2008,8,Riad Fès,Fès,5,32,54,75,44900
2008,9,Riad Fès,Fès,5,32,38,75,32071
2008,10,Riad Fès,Fès,5,32,42,75,28864
2008,11,Riad Fès,Fès,5,32,34,75,22450
2008,12,Riad Fès,Fès,5,32,28,75,22450
2008,1,Sofitel Agadir Royal Bay,Agadir,5,174,30,62,86464
2008,2,Sofitel Agadir Royal Bay,Agadir,5,174,24,62,72053
2008,3,Sofitel Agadir Royal Bay,Agadir,5,174,29,62,100875
2008,4,Sofitel Agadir Royal Bay,Agadir,5,174,39,62,115285
2008,5,Sofitel Agadir Royal Bay,Agadir,5,174,36,62,115285
2008,6,Sofitel Agadir Royal Bay,Agadir,5,174,30,62,100875
2008,7,Sofitel Agadir Royal Bay,Agadir,5,174,55,62,172928
2008,8,Sofitel Agadir Royal Bay,Agadir,5,174,63,62,201749
2008,9,Sofitel Agadir Royal Bay,Agadir,5,174,50,62,144107
2008,10,Sofitel Agadir Royal Bay,Agadir,5,174,37,62,129696
2008,11,Sofitel Agadir Royal Bay,Agadir,5,174,32,62,100875
2008,12,Sofitel Agadir Royal Bay,Agadir,5,174,28,62,100875
2008,1,Riu Palace Tikida,Agadir,5,524,23,44,155994
2008,2,Riu Palace Tikida,Agadir,5,524,22,44,129995
2008,3,Riu Palace Tikida,Agadir,5,524,25,44,181993
2008,4,Riu Palace Tikida,Agadir,5,524,36,44,207992
2008,5,Riu Palace Tikida,Agadir,5,524,28,44,207992
2008,6,Riu Palace Tikida,Agadir,5,524,25,44,181993
2008,7,Riu Palace Tikida,Agadir,5,524,49,44,311987
2008,8,Riu Palace Tikida,Agadir,5,524,58,44,363985
2008,9,Riu Palace Tikida,Agadir,5,524,40,44,259989
2008,10,Riu Palace Tikida,Agadir,5,524,35,44,233990
2008,11,Riu Palace Tikida,Agadir,5,524,28,44,181993
2008,12,Riu Palace Tikida,Agadir,5,524,31,44,181993
2008,1,Iberostar Founty,Agadir,5,380,24,41,125149
2008,2,Iberostar Founty,Agadir,5,380,20,41,104291
2008,3,Iberostar Founty,Agadir,5,380,30,41,146007
2008,4,Iberostar Founty,Agadir,5,380,37,41,166865
2008,5,Iberostar Founty,Agadir,5,380,38,41,166865
2008,6,Iberostar Founty,Agadir,5,380,30,41,146007
2008,7,Iberostar Founty,Agadir,5,380,45,41,250298
2008,8,Iberostar Founty,Agadir,5,380,60,41,292014
2008,9,Iberostar Founty,Agadir,5,380,48,41,208581
2008,10,Iberostar Founty,Agadir,5,380,34,41,187723
2008,11,Iberostar Founty,Agadir,5,380,32,41,146007
2008,12,Iberostar Founty,Agadir,5,380,27,41,146007
2008,1,Kasbah Tamadot,Asni,5,28,29,243,63287
2008,2,Kasbah Tamadot,Asni,5,28,26,243,52739
2008,3,Kasbah Tamadot,Asni,5,28,33,243,73835
2008,4,Kasbah Tamadot,Asni,5,28,44,243,84383
2008,5,Kasbah Tamadot,Asni,5,28,36,243,84383
2008,6,Kasbah Tamadot,Asni,5,28,30,243,73835
2008,7,Kasbah Tamadot,Asni,5,28,52,243,126574
2008,8,Kasbah Tamadot,Asni,5,28,60,243,147670
2008,9,Kasbah Tamadot,Asni,5,28,47,243,105479
2008,10,Kasbah Tamadot,Asni,5,28,48,243,94931
2008,11,Kasbah Tamadot,Asni,5,28,37,243,73835
2008,12,Kasbah Tamadot,Asni,5,28,33,243,73835
2008,1,Scarabeo Camp,Agafay,4,14,23,177,17728
2008,2,Scarabeo Camp,Agafay,4,14,19,177,14773
2008,3,Scarabeo Camp,Agafay,4,14,29,177,20682
2008,4,Scarabeo Camp,Agafay,4,14,30,177,23637
2008,5,Scarabeo Camp,Agafay,4,14,38,177,23637
2008,6,Scarabeo Camp,Agafay,4,14,25,177,20682
2008,7,Scarabeo Camp,Agafay,4,14,56,177,35455
2008,8,Scarabeo Camp,Agafay,4,14,53,177,41364
2008,9,Scarabeo Camp,Agafay,4,14,47,177,29546
2008,10,Scarabeo Camp,Agafay,4,14,43,177,26591
2008,11,Scarabeo Camp,Agafay,4,14,32,177,20682
2008,12,Scarabeo Camp,Agafay,4,14,29,177,20682
2008,1,Kam Kam Dunes,Merzouga,3,20,23,85,10270
2008,2,Kam Kam Dunes,Merzouga,3,20,19,85,8559
2008,3,Kam Kam Dunes,Merzouga,3,20,28,85,11982
2008,4,Kam Kam Dunes,Merzouga,3,20,30,85,13694
2008,5,Kam Kam Dunes,Merzouga,3,20,28,85,13694
2008,6,Kam Kam Dunes,Merzouga,3,20,28,85,11982
2008,7,Kam Kam Dunes,Merzouga,3,20,42,85,20541
2008,8,Kam Kam Dunes,Merzouga,3,20,54,85,23964
2008,9,Kam Kam Dunes,Merzouga,3,20,42,85,17117
2008,10,Kam Kam Dunes,Merzouga,3,20,33,85,15406
2008,11,Kam Kam Dunes,Merzouga,3,20,31,85,11982
2008,12,Kam Kam Dunes,Merzouga,3,20,25,85,11982
2008,1,Riad Kniza,Marrakech,5,11,25,188,13236
2008,2,Riad Kniza,Marrakech,5,11,18,188,11030
2008,3,Riad Kniza,Marrakech,5,11,26,188,15442
2008,4,Riad Kniza,Marrakech,5,11,33,188,17648
2008,5,Riad Kniza,Marrakech,5,11,29,188,17648
2008,6,Riad Kniza,Marrakech,5,11,30,188,15442
2008,7,Riad Kniza,Marrakech,5,11,44,188,26472
2008,8,Riad Kniza,Marrakech,5,11,47,188,30884
2008,9,Riad Kniza,Marrakech,5,11,41,188,22060
2008,10,Riad Kniza,Marrakech,5,11,40,188,19854
2008,11,Riad Kniza,Marrakech,5,11,28,188,15442
2008,12,Riad Kniza,Marrakech,5,11,28,188,15442
2008,1,Dar Ahlam,Skoura,5,14,31,276,35671
2008,2,Dar Ahlam,Skoura,5,14,22,276,29726
2008,3,Dar Ahlam,Skoura,5,14,29,276,41617
2008,4,Dar Ahlam,Skoura,5,14,41,276,47562
2008,5,Dar Ahlam,Skoura,5,14,43,276,47562
2008,6,Dar Ahlam,Skoura,5,14,33,276,41617
2008,7,Dar Ahlam,Skoura,5,14,50,276,71343
2008,8,Dar Ahlam,Skoura,5,14,75,276,83233
2008,9,Dar Ahlam,Skoura,5,14,44,276,59452
2008,10,Dar Ahlam,Skoura,5,14,49,276,53507
2008,11,Dar Ahlam,Skoura,5,14,33,276,41617
2008,12,Dar Ahlam,Skoura,5,14,30,276,41617
2009,1,La Mamounia,Marrakech,5,209,26,178,305536
2009,2,La Mamounia,Marrakech,5,209,20,178,254613
2009,3,La Mamounia,Marrakech,5,209,29,178,356458
2009,4,La Mamounia,Marrakech,5,209,32,178,407381
2009,5,La Mamounia,Marrakech,5,209,41,178,407381
2009,6,La Mamounia,Marrakech,5,209,30,178,356458
2009,7,La Mamounia,Marrakech,5,209,61,178,611072
2009,8,La Mamounia,Marrakech,5,209,72,178,712917
2009,9,La Mamounia,Marrakech,5,209,52,178,509226
2009,10,La Mamounia,Marrakech,5,209,38,178,458304
2009,11,La Mamounia,Marrakech,5,209,30,178,356458
2009,12,La Mamounia,Marrakech,5,209,31,178,356458
2009,1,Royal Mansour,Marrakech,5,53,34,279,152321
2009,2,Royal Mansour,Marrakech,5,53,23,279,126934
2009,3,Royal Mansour,Marrakech,5,53,32,279,177708
2009,4,Royal Mansour,Marrakech,5,53,43,279,203095
2009,5,Royal Mansour,Marrakech,5,53,41,279,203095
2009,6,Royal Mansour,Marrakech,5,53,34,279,177708
2009,7,Royal Mansour,Marrakech,5,53,69,279,304643
2009,8,Royal Mansour,Marrakech,5,53,70,279,355416
2009,9,Royal Mansour,Marrakech,5,53,45,279,253869
2009,10,Royal Mansour,Marrakech,5,53,41,279,228482
2009,11,Royal Mansour,Marrakech,5,53,38,279,177708
2009,12,Royal Mansour,Marrakech,5,53,36,279,177708
2009,1,Four Seasons Resort,Marrakech,5,139,27,153,169737
2009,2,Four Seasons Resort,Marrakech,5,139,23,153,141447
2009,3,Four Seasons Resort,Marrakech,5,139,36,153,198026
2009,4,Four Seasons Resort,Marrakech,5,139,40,153,226316
2009,5,Four Seasons Resort,Marrakech,5,139,32,153,226316
2009,6,Four Seasons Resort,Marrakech,5,139,31,153,198026
2009,7,Four Seasons Resort,Marrakech,5,139,55,153,339474
2009,8,Four Seasons Resort,Marrakech,5,139,65,153,396053
2009,9,Four Seasons Resort,Marrakech,5,139,44,153,282895
2009,10,Four Seasons Resort,Marrakech,5,139,42,153,254605
2009,11,Four Seasons Resort,Marrakech,5,139,32,153,198026
2009,12,Four Seasons Resort,Marrakech,5,139,31,153,198026
2009,1,Amanjena,Marrakech,5,32,24,194,42807
2009,2,Amanjena,Marrakech,5,32,23,194,35672
2009,3,Amanjena,Marrakech,5,32,32,194,49941
2009,4,Amanjena,Marrakech,5,32,31,194,57075
2009,5,Amanjena,Marrakech,5,32,34,194,57075
2009,6,Amanjena,Marrakech,5,32,26,194,49941
2009,7,Amanjena,Marrakech,5,32,46,194,85613
2009,8,Amanjena,Marrakech,5,32,60,194,99882
2009,9,Amanjena,Marrakech,5,32,42,194,71344
2009,10,Amanjena,Marrakech,5,32,41,194,64210
2009,11,Amanjena,Marrakech,5,32,27,194,49941
2009,12,Amanjena,Marrakech,5,32,33,194,49941
2009,1,Sofitel Marrakech,Marrakech,5,303,33,130,404641
2009,2,Sofitel Marrakech,Marrakech,5,303,26,130,337201
2009,3,Sofitel Marrakech,Marrakech,5,303,35,130,472081
2009,4,Sofitel Marrakech,Marrakech,5,303,39,130,539522
2009,5,Sofitel Marrakech,Marrakech,5,303,46,130,539522
2009,6,Sofitel Marrakech,Marrakech,5,303,36,130,472081
2009,7,Sofitel Marrakech,Marrakech,5,303,64,130,809282
2009,8,Sofitel Marrakech,Marrakech,5,303,65,130,944163
2009,9,Sofitel Marrakech,Marrakech,5,303,57,130,674402
2009,10,Sofitel Marrakech,Marrakech,5,303,45,130,606962
2009,11,Sofitel Marrakech,Marrakech,5,303,37,130,472081
2009,12,Sofitel Marrakech,Marrakech,5,303,33,130,472081
2009,1,Riad Yasmine,Marrakech,4,7,28,43,2042
2009,2,Riad Yasmine,Marrakech,4,7,20,43,1702
2009,3,Riad Yasmine,Marrakech,4,7,25,43,2382
2009,4,Riad Yasmine,Marrakech,4,7,38,43,2723
2009,5,Riad Yasmine,Marrakech,4,7,37,43,2723
2009,6,Riad Yasmine,Marrakech,4,7,31,43,2382
2009,7,Riad Yasmine,Marrakech,4,7,48,43,4084
2009,8,Riad Yasmine,Marrakech,4,7,63,43,4765
2009,9,Riad Yasmine,Marrakech,4,7,47,43,3403
2009,10,Riad Yasmine,Marrakech,4,7,35,43,3063
2009,11,Riad Yasmine,Marrakech,4,7,30,43,2382
2009,12,Riad Yasmine,Marrakech,4,7,30,43,2382
2009,1,Kenzi Tower Hotel,Casablanca,5,240,25,104,202216
2009,2,Kenzi Tower Hotel,Casablanca,5,240,26,104,168514
2009,3,Kenzi Tower Hotel,Casablanca,5,240,29,104,235919
2009,4,Kenzi Tower Hotel,Casablanca,5,240,42,104,269622
2009,5,Kenzi Tower Hotel,Casablanca,5,240,41,104,269622
2009,6,Kenzi Tower Hotel,Casablanca,5,240,34,104,235919
2009,7,Kenzi Tower Hotel,Casablanca,5,240,56,104,404433
2009,8,Kenzi Tower Hotel,Casablanca,5,240,58,104,471838
2009,9,Kenzi Tower Hotel,Casablanca,5,240,50,104,337027
2009,10,Kenzi Tower Hotel,Casablanca,5,240,36,104,303324
2009,11,Kenzi Tower Hotel,Casablanca,5,240,36,104,235919
2009,12,Kenzi Tower Hotel,Casablanca,5,240,29,104,235919
2009,1,Four Seasons Casablanca,Casablanca,5,186,29,160,295728
2009,2,Four Seasons Casablanca,Casablanca,5,186,28,160,246440
2009,3,Four Seasons Casablanca,Casablanca,5,186,34,160,345016
2009,4,Four Seasons Casablanca,Casablanca,5,186,37,160,394304
2009,5,Four Seasons Casablanca,Casablanca,5,186,41,160,394304
2009,6,Four Seasons Casablanca,Casablanca,5,186,35,160,345016
2009,7,Four Seasons Casablanca,Casablanca,5,186,64,160,591456
2009,8,Four Seasons Casablanca,Casablanca,5,186,65,160,690032
2009,9,Four Seasons Casablanca,Casablanca,5,186,54,160,492880
2009,10,Four Seasons Casablanca,Casablanca,5,186,49,160,443592
2009,11,Four Seasons Casablanca,Casablanca,5,186,31,160,345016
2009,12,Four Seasons Casablanca,Casablanca,5,186,36,160,345016
2009,1,Hyatt Regency,Casablanca,5,252,30,92,168469
2009,2,Hyatt Regency,Casablanca,5,252,20,92,140391
2009,3,Hyatt Regency,Casablanca,5,252,31,92,196547
2009,4,Hyatt Regency,Casablanca,5,252,37,92,224626
2009,5,Hyatt Regency,Casablanca,5,252,35,92,224626
2009,6,Hyatt Regency,Casablanca,5,252,27,92,196547
2009,7,Hyatt Regency,Casablanca,5,252,56,92,336938
2009,8,Hyatt Regency,Casablanca,5,252,70,92,393095
2009,9,Hyatt Regency,Casablanca,5,252,48,92,280782
2009,10,Hyatt Regency,Casablanca,5,252,38,92,252704
2009,11,Hyatt Regency,Casablanca,5,252,31,92,196547
2009,12,Hyatt Regency,Casablanca,5,252,35,92,196547
2009,1,Sofitel Casablanca,Casablanca,5,141,28,73,71417
2009,2,Sofitel Casablanca,Casablanca,5,141,24,73,59514
2009,3,Sofitel Casablanca,Casablanca,5,141,31,73,83320
2009,4,Sofitel Casablanca,Casablanca,5,141,33,73,95222
2009,5,Sofitel Casablanca,Casablanca,5,141,31,73,95222
2009,6,Sofitel Casablanca,Casablanca,5,141,32,73,83320
2009,7,Sofitel Casablanca,Casablanca,5,141,49,73,142833
2009,8,Sofitel Casablanca,Casablanca,5,141,63,73,166639
2009,9,Sofitel Casablanca,Casablanca,5,141,47,73,119028
2009,10,Sofitel Casablanca,Casablanca,5,141,39,73,107125
2009,11,Sofitel Casablanca,Casablanca,5,141,26,73,83320
2009,12,Sofitel Casablanca,Casablanca,5,141,29,73,83320
2009,1,Hilton Tanger City Center,Tanger,5,200,28,94,182202
2009,2,Hilton Tanger City Center,Tanger,5,200,24,94,151835
2009,3,Hilton Tanger City Center,Tanger,5,200,34,94,212569
2009,4,Hilton Tanger City Center,Tanger,5,200,41,94,242937
