year,month,country,visitors
2009,9,Italie,16428
2009,9,Allemagne,16522
2009,9,États-Unis,14274
2009,9,Belgique,10841
2009,9,Pays-Bas,10181
2009,9,Brésil,7075
2009,9,Canada,8082
2009,10,France,84930
2009,10,Espagne,45053
2009,10,Royaume-Uni,21789
2009,10,Italie,14744
2009,10,Allemagne,13824
2009,10,États-Unis,13971
2009,10,Belgique,10185
2009,10,Pays-Bas,8663
2009,10,Brésil,7033
2009,10,Canada,6699
2009,11,France,64065
2009,11,Espagne,31064
2009,11,Royaume-Uni,17028
2009,11,Italie,13120
2009,11,Allemagne,12242
2009,11,États-Unis,8350
2009,11,Belgique,6511
2009,11,Pays-Bas,6086
2009,11,Brésil,4279
2009,11,Canada,4856
2009,12,France,53639
2009,12,Espagne,39080
2009,12,Royaume-Uni,16510
2009,12,Italie,13286
2009,12,Allemagne,11369
2009,12,États-Unis,10435
2009,12,Belgique,7825
2009,12,Pays-Bas,7471
2009,12,Brésil,4201
2009,12,Canada,4481
2010,1,France,62987
2010,1,Espagne,42141
2010,1,Royaume-Uni,15178
2010,1,Italie,10785
2010,1,Allemagne,13704
2010,1,États-Unis,11412
2010,1,Belgique,7775
2010,1,Pays-Bas,6039
2010,1,Brésil,4439
2010,1,Canada,4705
2010,2,France,48244
2010,2,Espagne,34715
2010,2,Royaume-Uni,11415
2010,2,Italie,10291
2010,2,Allemagne,8382
2010,2,États-Unis,8285
2010,2,Belgique,6273
2010,2,Pays-Bas,5197
2010,2,Brésil,4168
2010,2,Canada,3957
2010,3,France,83774
2010,3,Espagne,49205
2010,3,Royaume-Uni,19248
2010,3,Italie,13563
2010,3,Allemagne,13697
2010,3,États-Unis,11693
2010,3,Belgique,9581
2010,3,Pays-Bas,7976
2010,3,Brésil,5257
2010,3,Canada,5015
2010,4,France,70220
2010,4,Espagne,50338
2010,4,Royaume-Uni,19012
2010,4,Italie,16472
2010,4,Allemagne,16701
2010,4,États-Unis,11471
2010,4,Belgique,8506
2010,4,Pays-Bas,9967
2010,4,Brésil,6022
2010,4,Canada,7110
2010,5,France,89771
2010,5,Espagne,40507
2010,5,Royaume-Uni,21556
2010,5,Italie,14624
2010,5,Allemagne,17184
2010,5,États-Unis,14592
2010,5,Belgique,8240
2010,5,Pays-Bas,9984
2010,5,Brésil,5768
2010,5,Canada,6179
2010,6,France,61727
2010,6,Espagne,48222
2010,6,Royaume-Uni,19015
2010,6,Italie,14601
2010,6,Allemagne,13582
2010,6,États-Unis,9390
2010,6,Belgique,7847
2010,6,Pays-Bas,8372
2010,6,Brésil,5003
2010,6,Canada,5537
2010,7,France,111782
2010,7,Espagne,67038
2010,7,Royaume-Uni,32730
2010,7,Italie,27916
2010,7,Allemagne,21437
2010,7,États-Unis,18662
2010,7,Belgique,17196
2010,7,Pays-Bas,14345
2010,7,Brésil,8947
2010,7,Canada,9993
2010,8,France,158956
2010,8,Espagne,87203
2010,8,Royaume-Uni,32193
2010,8,Italie,27450
2010,8,Allemagne,29553
2010,8,États-Unis,24565
2010,8,Belgique,19655
2010,8,Pays-Bas,14476
2010,8,Brésil,11403
2010,8,Canada,12619
2010,9,France,101834
2010,9,Espagne,62666
2010,9,Royaume-Uni,20677
2010,9,Italie,22268
2010,9,Allemagne,23535
2010,9,États-Unis,16376
2010,9,Belgique,14026
2010,9,Pays-Bas,14085
2010,9,Brésil,6702
2010,9,Canada,7148
2010,10,France,99887
2010,10,Espagne,45445
2010,10,Royaume-Uni,18985
2010,10,Italie,19181
2010,10,Allemagne,17327
2010,10,États-Unis,14235
2010,10,Belgique,9712
2010,10,Pays-Bas,11966
2010,10,Brésil,7313
2010,10,Canada,7841
2010,11,France,73911
2010,11,Espagne,49204
2010,11,Royaume-Uni,19619
2010,11,Italie,12256
2010,11,Allemagne,15760
2010,11,États-Unis,11650
2010,11,Belgique,9071
2010,11,Pays-Bas,9270
2010,11,Brésil,4871
2010,11,Canada,6666
2010,12,France,80108
2010,12,Espagne,47925
2010,12,Royaume-Uni,15308
2010,12,Italie,15022
2010,12,Allemagne,13792
2010,12,États-Unis,12400
2010,12,Belgique,7427
2010,12,Pays-Bas,8270
2010,12,Brésil,6175
2010,12,Canada,6145
2011,1,France,75328
2011,1,Espagne,36721
2011,1,Royaume-Uni,14223
2011,1,Italie,12392
2011,1,Allemagne,14035
2011,1,États-Unis,11343
2011,1,Belgique,6924
2011,1,Pays-Bas,8204
2011,1,Brésil,4891
2011,1,Canada,5201
2011,2,France,60054
2011,2,Espagne,34640
2011,2,Royaume-Uni,11153
2011,2,Italie,10038
2011,2,Allemagne,11739
2011,2,États-Unis,9145
2011,2,Belgique,6350
2011,2,Pays-Bas,5617
2011,2,Brésil,4346
2011,2,Canada,5038
2011,3,France,77458
2011,3,Espagne,49745
2011,3,Royaume-Uni,15313
2011,3,Italie,14970
2011,3,Allemagne,12793
2011,3,États-Unis,10110
2011,3,Belgique,7580
2011,3,Pays-Bas,9411
2011,3,Brésil,6249
2011,3,Canada,6402
2011,4,France,97900
2011,4,Espagne,50618
2011,4,Royaume-Uni,20376
2011,4,Italie,18150
2011,4,Allemagne,18083
2011,4,États-Unis,13319
2011,4,Belgique,9321
2011,4,Pays-Bas,10131
2011,4,Brésil,6447
2011,4,Canada,6103
2011,5,France,73205
2011,5,Espagne,43943
2011,5,Royaume-Uni,21409
2011,5,Italie,19908
2011,5,Allemagne,17792
2011,5,États-Unis,11723
2011,5,Belgique,10741
2011,5,Pays-Bas,8446
2011,5,Brésil,5969
2011,5,Canada,5634
2011,6,France,85675
2011,6,Espagne,45192
2011,6,Royaume-Uni,17073
2011,6,Italie,15211
2011,6,Allemagne,14013
2011,6,États-Unis,13155
2011,6,Belgique,10415
2011,6,Pays-Bas,7451
2011,6,Brésil,6129
2011,6,Canada,6929
2011,7,France,146707
2011,7,Espagne,84324
2011,7,Royaume-Uni,31118
2011,7,Italie,25436
2011,7,Allemagne,29352
2011,7,États-Unis,17932
2011,7,Belgique,15128
2011,7,Pays-Bas,16347
2011,7,Brésil,8640
2011,7,Canada,10405
2011,8,France,174576
2011,8,Espagne,88234
2011,8,Royaume-Uni,31992
2011,8,Italie,25223
2011,8,Allemagne,34598
2011,8,États-Unis,21972
2011,8,Belgique,20448
2011,8,Pays-Bas,17151
2011,8,Brésil,12292
2011,8,Canada,9918
2011,9,France,102573
2011,9,Espagne,67204
2011,9,Royaume-Uni,21244
2011,9,Italie,22344
2011,9,Allemagne,20305
2011,9,États-Unis,17447
2011,9,Belgique,12078
2011,9,Pays-Bas,12199
2011,9,Brésil,7521
2011,9,Canada,9781
2011,10,France,83248
2011,10,Espagne,59314
2011,10,Royaume-Uni,27268
2011,10,Italie,18038
2011,10,Allemagne,21182
2011,10,États-Unis,13647
2011,10,Belgique,10497
2011,10,Pays-Bas,11960
2011,10,Brésil,8193
2011,10,Canada,8454
2011,11,France,70922
2011,11,Espagne,37048
2011,11,Royaume-Uni,14844
2011,11,Italie,17351
2011,11,Allemagne,14344
2011,11,États-Unis,10192
2011,11,Belgique,10383
2011,11,Pays-Bas,8401
2011,11,Brésil,6192
2011,11,Canada,4951
2011,12,France,76513
2011,12,Espagne,51222
2011,12,Royaume-Uni,18996
2011,12,Italie,17642
2011,12,Allemagne,13308
2011,12,États-Unis,12018
2011,12,Belgique,9972
2011,12,Pays-Bas,9241
2011,12,Brésil,6596
2011,12,Canada,5710
2012,1,France,59153
2012,1,Espagne,44249
2012,1,Royaume-Uni,13634
2012,1,Italie,14795
2012,1,Allemagne,13073
2012,1,États-Unis,10720
2012,1,Belgique,9543
2012,1,Pays-Bas,9130
2012,1,Brésil,4872
2012,1,Canada,4602
2012,2,France,64869
2012,2,Espagne,36997
2012,2,Royaume-Uni,14340
2012,2,Italie,10901
2012,2,Allemagne,9685
2012,2,États-Unis,7907
2012,2,Belgique,7486
2012,2,Pays-Bas,7159
2012,2,Brésil,4751
2012,2,Canada,4699
2012,3,France,75850
2012,3,Espagne,39989
2012,3,Royaume-Uni,21505
2012,3,Italie,14748
2012,3,Allemagne,17507
2012,3,États-Unis,10550
2012,3,Belgique,8283
2012,3,Pays-Bas,10087
2012,3,Brésil,5446
2012,3,Canada,5830
2012,4,France,79727
2012,4,Espagne,54854
2012,4,Royaume-Uni,25824
2012,4,Italie,21095
2012,4,Allemagne,16955
2012,4,États-Unis,14111
2012,4,Belgique,10562
2012,4,Pays-Bas,11837
2012,4,Brésil,8275
2012,4,Canada,8063
2012,5,France,75593
2012,5,Espagne,61081
2012,5,Royaume-Uni,19091
2012,5,Italie,20099
2012,5,Allemagne,15594
2012,5,États-Unis,12440
2012,5,Belgique,12242
2012,5,Pays-Bas,11048
2012,5,Brésil,6382
2012,5,Canada,7936
2012,6,France,76346
2012,6,Espagne,42450
2012,6,Royaume-Uni,16959
2012,6,Italie,18055
2012,6,Allemagne,15386
2012,6,États-Unis,11268
2012,6,Belgique,8088
2012,6,Pays-Bas,11259
2012,6,Brésil,6420
2012,6,Canada,7185
2012,7,France,124401
2012,7,Espagne,93047
2012,7,Royaume-Uni,31398
2012,7,Italie,22972
2012,7,Allemagne,23390
2012,7,États-Unis,22785
2012,7,Belgique,18485
2012,7,Pays-Bas,14912
2012,7,Brésil,11476
2012,7,Canada,11732
2012,8,France,156811
2012,8,Espagne,84293
2012,8,Royaume-Uni,37990
2012,8,Italie,35167
2012,8,Allemagne,34139
2012,8,États-Unis,23028
2012,8,Belgique,16462
2012,8,Pays-Bas,18588
2012,8,Brésil,14508
2012,8,Canada,14911
2012,9,France,115202
2012,9,Espagne,79898
2012,9,Royaume-Uni,28687
2012,9,Italie,21298
2012,9,Allemagne,23569
2012,9,États-Unis,15831
2012,9,Belgique,14831
2012,9,Pays-Bas,13069
2012,9,Brésil,9347
2012,9,Canada,8119
2012,10,France,111949
2012,10,Espagne,65857
2012,10,Royaume-Uni,21886
2012,10,Italie,17048
2012,10,Allemagne,19513
2012,10,États-Unis,13617
2012,10,Belgique,13240
2012,10,Pays-Bas,14363
2012,10,Brésil,9036
2012,10,Canada,6928
2012,11,France,90184
2012,11,Espagne,42305
2012,11,Royaume-Uni,21763
2012,11,Italie,18542
2012,11,Allemagne,15202
2012,11,États-Unis,11246
2012,11,Belgique,10295
2012,11,Pays-Bas,10265
2012,11,Brésil,5965
2012,11,Canada,7406
2012,12,France,66599
2012,12,Espagne,51039
2012,12,Royaume-Uni,18594
2012,12,Italie,15365
2012,12,Allemagne,16828
2012,12,États-Unis,12098
2012,12,Belgique,8523
2012,12,Pays-Bas,8508
2012,12,Brésil,6484
2012,12,Canada,6366
2013,1,France,64426
2013,1,Espagne,37550
2013,1,Royaume-Uni,17277
2013,1,Italie,16685
2013,1,Allemagne,14842
2013,1,États-Unis,10776
2013,1,Belgique,8249
2013,1,Pays-Bas,9072
2013,1,Brésil,6127
2013,1,Canada,6820
2013,2,France,64858
2013,2,Espagne,32491
2013,2,Royaume-Uni,12977
2013,2,Italie,11170
2013,2,Allemagne,13470
2013,2,États-Unis,8714
2013,2,Belgique,8580
2013,2,Pays-Bas,7407
2013,2,Brésil,5692
2013,2,Canada,5331
2013,3,France,77446
2013,3,Espagne,59216
2013,3,Royaume-Uni,21662
2013,3,Italie,18271
2013,3,Allemagne,16372
2013,3,États-Unis,13508
2013,3,Belgique,10739
2013,3,Pays-Bas,9445
2013,3,Brésil,5804
2013,3,Canada,6110
2013,4,France,109151
2013,4,Espagne,62003
2013,4,Royaume-Uni,25877
2013,4,Italie,17293
2013,4,Allemagne,19157
2013,4,États-Unis,16273
2013,4,Belgique,13657
2013,4,Pays-Bas,11301
2013,4,Brésil,7703
2013,4,Canada,7886
2013,5,France,115273
2013,5,Espagne,59212
2013,5,Royaume-Uni,22139
2013,5,Italie,21744
2013,5,Allemagne,20296
2013,5,États-Unis,16174
2013,5,Belgique,9668
2013,5,Pays-Bas,13547
2013,5,Brésil,7758
2013,5,Canada,8189
2013,6,France,85940
2013,6,Espagne,54308
2013,6,Royaume-Uni,22246
2013,6,Italie,17596
2013,6,Allemagne,19637
2013,6,États-Unis,11445
2013,6,Belgique,8888
2013,6,Pays-Bas,11176
2013,6,Brésil,7659
2013,6,Canada,5632
2013,7,France,149375
2013,7,Espagne,102532
2013,7,Royaume-Uni,40992
2013,7,Italie,29694
2013,7,Allemagne,32298
2013,7,États-Unis,22100
2013,7,Belgique,18844
2013,7,Pays-Bas,15505
2013,7,Brésil,11474
2013,7,Canada,13256
2013,8,France,147247
2013,8,Espagne,93463
2013,8,Royaume-Uni,43300
2013,8,Italie,28223
2013,8,Allemagne,34130
2013,8,États-Unis,29604
2013,8,Belgique,23770
2013,8,Pays-Bas,23893
2013,8,Brésil,13521
2013,8,Canada,15227
2013,9,France,127245
2013,9,Espagne,67114
2013,9,Royaume-Uni,33705
2013,9,Italie,24376
2013,9,Allemagne,28340
2013,9,États-Unis,17940
2013,9,Belgique,15005
2013,9,Pays-Bas,16328
2013,9,Brésil,8936
2013,9,Canada,10718
2013,10,France,123841
2013,10,Espagne,58411
2013,10,Royaume-Uni,27492
2013,10,Italie,18437
2013,10,Allemagne,25261
2013,10,États-Unis,14607
2013,10,Belgique,14187
2013,10,Pays-Bas,14121
2013,10,Brésil,9390
2013,10,Canada,9406
2013,11,France,90473
2013,11,Espagne,47981
2013,11,Royaume-Uni,17183
2013,11,Italie,17587
2013,11,Allemagne,15197
2013,11,États-Unis,15698
2013,11,Belgique,9630
2013,11,Pays-Bas,9319
2013,11,Brésil,7728
2013,11,Canada,6156
2013,12,France,90867
2013,12,Espagne,51193
2013,12,Royaume-Uni,19857
2013,12,Italie,15391
2013,12,Allemagne,19727
2013,12,États-Unis,12175
2013,12,Belgique,11936
2013,12,Pays-Bas,8423
2013,12,Brésil,6752
2013,12,Canada,7778
2014,1,France,75923
2014,1,Espagne,49235
2014,1,Royaume-Uni,17433
2014,1,Italie,16432
2014,1,Allemagne,16661
2014,1,États-Unis,11467
2014,1,Belgique,9389
2014,1,Pays-Bas,10761
2014,1,Brésil,5145
2014,1,Canada,6603
2014,2,France,54222
2014,2,Espagne,34855
2014,2,Royaume-Uni,13644
2014,2,Italie,10855
2014,2,Allemagne,11512
2014,2,États-Unis,11246
2014,2,Belgique,7585
2014,2,Pays-Bas,8825
2014,2,Brésil,4777
2014,2,Canada,5181
2014,3,France,94856
2014,3,Espagne,62372
2014,3,Royaume-Uni,24234
2014,3,Italie,18470
2014,3,Allemagne,18527
2014,3,États-Unis,15374
2014,3,Belgique,11270
2014,3,Pays-Bas,10145
2014,3,Brésil,6454
2014,3,Canada,6601
2014,4,France,116697
2014,4,Espagne,67782
2014,4,Royaume-Uni,23815
2014,4,Italie,18450
2014,4,Allemagne,18425
2014,4,États-Unis,16352
2014,4,Belgique,14329
2014,4,Pays-Bas,12041
2014,4,Brésil,8371
2014,4,Canada,6854
2014,5,France,114464
2014,5,Espagne,66106
2014,5,Royaume-Uni,25658
2014,5,Italie,18387
2014,5,Allemagne,17490
2014,5,États-Unis,14349
2014,5,Belgique,14178
2014,5,Pays-Bas,13327
2014,5,Brésil,8780
2014,5,Canada,7971
2014,6,France,82229
2014,6,Espagne,57537
2014,6,Royaume-Uni,23094
2014,6,Italie,19481
2014,6,Allemagne,20643
2014,6,États-Unis,14891
2014,6,Belgique,9827
2014,6,Pays-Bas,12509
2014,6,Brésil,8310
2014,6,Canada,6677
2014,7,France,141066
2014,7,Espagne,88540
2014,7,Royaume-Uni,30836
2014,7,Italie,33265
2014,7,Allemagne,31375
2014,7,États-Unis,21854
2014,7,Belgique,16138
2014,7,Pays-Bas,15289
2014,7,Brésil,10162
2014,7,Canada,14093
2014,8,France,196677
2014,8,Espagne,104539
2014,8,Royaume-Uni,46761
2014,8,Italie,40539
2014,8,Allemagne,38357
2014,8,États-Unis,26743
2014,8,Belgique,19726
2014,8,Pays-Bas,20294
2014,8,Brésil,13761
2014,8,Canada,16402
2014,9,France,148094
2014,9,Espagne,76891
2014,9,Royaume-Uni,32522
2014,9,Italie,23720
2014,9,Allemagne,22702
2014,9,États-Unis,20908
2014,9,Belgique,15879
2014,9,Pays-Bas,16220
2014,9,Brésil,8694
2014,9,Canada,10036
2014,10,France,124072
2014,10,Espagne,73692
2014,10,Royaume-Uni,30583
2014,10,Italie,23329
2014,10,Allemagne,22322
2014,10,États-Unis,15074
2014,10,Belgique,15498
2014,10,Pays-Bas,13637
2014,10,Brésil,7571
2014,10,Canada,8746
2014,11,France,92403
2014,11,Espagne,54458
2014,11,Royaume-Uni,20243
2014,11,Italie,17043
2014,11,Allemagne,20500
2014,11,États-Unis,11798
2014,11,Belgique,9629
2014,11,Pays-Bas,10176
2014,11,Brésil,7614
2014,11,Canada,6249
2014,12,France,87403
2014,12,Espagne,50179
2014,12,Royaume-Uni,21332
2014,12,Italie,17902
2014,12,Allemagne,19003
2014,12,États-Unis,14705
2014,12,Belgique,9946
2014,12,Pays-Bas,10161
2014,12,Brésil,6433
2014,12,Canada,6182
2015,1,France,99006
2015,1,Espagne,56288
2015,1,Royaume-Uni,21670
2015,1,Italie,15072
2015,1,Allemagne,17594
2015,1,États-Unis,13443
2015,1,Belgique,10254
2015,1,Pays-Bas,10385
2015,1,Brésil,6440
2015,1,Canada,6298
2015,2,France,59960
2015,2,Espagne,44016
2015,2,Royaume-Uni,15442
2015,2,Italie,16594
2015,2,Allemagne,12659
2015,2,États-Unis,11523
2015,2,Belgique,7095
2015,2,Pays-Bas,9907
2015,2,Brésil,5684
2015,2,Canada,4751
2015,3,France,87683
2015,3,Espagne,52460
2015,3,Royaume-Uni,23706
2015,3,Italie,20369
2015,3,Allemagne,20146
2015,3,États-Unis,14912
2015,3,Belgique,10427
2015,3,Pays-Bas,13624
2015,3,Brésil,7285
2015,3,Canada,6954
2015,4,France,112098
2015,4,Espagne,72974
2015,4,Royaume-Uni,31632
2015,4,Italie,19107
2015,4,Allemagne,21557
2015,4,États-Unis,19721
2015,4,Belgique,13328
2015,4,Pays-Bas,11716
2015,4,Brésil,8106
2015,4,Canada,8176
2015,5,France,93436
2015,5,Espagne,55946
2015,5,Royaume-Uni,24712
2015,5,Italie,22552
2015,5,Allemagne,18515
2015,5,États-Unis,15269
2015,5,Belgique,15504
2015,5,Pays-Bas,13680
2015,5,Brésil,10608
2015,5,Canada,8810
2015,6,France,101409
2015,6,Espagne,57758
2015,6,Royaume-Uni,23592
2015,6,Italie,16519
2015,6,Allemagne,20801
2015,6,États-Unis,15775
2015,6,Belgique,11778
2015,6,Pays-Bas,9955
2015,6,Brésil,6842
2015,6,Canada,8076
2015,7,France,161323
2015,7,Espagne,84369
2015,7,Royaume-Uni,35443
2015,7,Italie,33820
2015,7,Allemagne,32371
2015,7,États-Unis,26364
2015,7,Belgique,22662
2015,7,Pays-Bas,20741
2015,7,Brésil,11245
2015,7,Canada,13638
2015,8,France,227343
2015,8,Espagne,137179
2015,8,Royaume-Uni,48325
2015,8,Italie,36361
2015,8,Allemagne,43475
2015,8,États-Unis,29479
2015,8,Belgique,22641
2015,8,Pays-Bas,25360
2015,8,Brésil,16708
2015,8,Canada,16780
2015,9,France,128313
2015,9,Espagne,73252
2015,9,Royaume-Uni,28363
2015,9,Italie,25699
2015,9,Allemagne,28642
2015,9,États-Unis,23310
2015,9,Belgique,18005
2015,9,Pays-Bas,15323
2015,9,Brésil,11226
2015,9,Canada,11064
2015,10,France,116235
2015,10,Espagne,84278
2015,10,Royaume-Uni,27841
2015,10,Italie,28201
2015,10,Allemagne,28790
2015,10,États-Unis,20194
2015,10,Belgique,12887
2015,10,Pays-Bas,17432
2015,10,Brésil,10195
2015,10,Canada,8657
2015,11,France,85365
2015,11,Espagne,60688
2015,11,Royaume-Uni,23001
2015,11,Italie,22043
2015,11,Allemagne,16304
2015,11,États-Unis,14896
2015,11,Belgique,9882
2015,11,Pays-Bas,11159
2015,11,Brésil,8663
2015,11,Canada,7442
2015,12,France,114183
2015,12,Espagne,62875
2015,12,Royaume-Uni,20586
2015,12,Italie,16780
2015,12,Allemagne,16240
2015,12,États-Unis,13666
2015,12,Belgique,10752
2015,12,Pays-Bas,11786
2015,12,Brésil,7975
2015,12,Canada,7940
2016,1,France,90238
2016,1,Espagne,50231
2016,1,Royaume-Uni,21527
2016,1,Italie,18675
2016,1,Allemagne,14927
2016,1,États-Unis,12650
2016,1,Belgique,9411
2016,1,Pays-Bas,11875
2016,1,Brésil,7775
2016,1,Canada,5710
2016,2,France,77853
2016,2,Espagne,40337
2016,2,Royaume-Uni,15371
2016,2,Italie,12481
2016,2,Allemagne,16748
2016,2,États-Unis,12777
2016,2,Belgique,7405
2016,2,Pays-Bas,7794
2016,2,Brésil,5462
2016,2,Canada,4950
2016,3,France,97034
2016,3,Espagne,54233
2016,3,Royaume-Uni,21453
2016,3,Italie,21934
2016,3,Allemagne,18465
2016,3,États-Unis,18087
2016,3,Belgique,9997
2016,3,Pays-Bas,10092
2016,3,Brésil,7628
2016,3,Canada,7913
2016,4,France,131203
2016,4,Espagne,80559
2016,4,Royaume-Uni,22682
2016,4,Italie,25842
2016,4,Allemagne,23549
2016,4,États-Unis,20587
2016,4,Belgique,11934
2016,4,Pays-Bas,11571
2016,4,Brésil,8537
2016,4,Canada,9412
2016,5,France,106850
2016,5,Espagne,70901
2016,5,Royaume-Uni,23592
2016,5,Italie,21413
2016,5,Allemagne,25163
2016,5,États-Unis,16664
2016,5,Belgique,14170
2016,5,Pays-Bas,12813
2016,5,Brésil,10278
2016,5,Canada,10384
2016,6,France,109768
2016,6,Espagne,64911
2016,6,Royaume-Uni,21251
2016,6,Italie,17471
2016,6,Allemagne,23444
2016,6,États-Unis,17100
2016,6,Belgique,12988
2016,6,Pays-Bas,11134
2016,6,Brésil,8364
2016,6,Canada,6735
2016,7,France,173563
2016,7,Espagne,91124
2016,7,Royaume-Uni,45536
2016,7,Italie,30726
2016,7,Allemagne,34616
2016,7,États-Unis,23640
2016,7,Belgique,22493
2016,7,Pays-Bas,17476
2016,7,Brésil,12115
2016,7,Canada,15217
2016,8,France,233927
2016,8,Espagne,131555
2016,8,Royaume-Uni,44591
2016,8,Italie,39510
2016,8,Allemagne,43740
2016,8,États-Unis,33184
2016,8,Belgique,20377
2016,8,Pays-Bas,26460
2016,8,Brésil,14759
2016,8,Canada,16438
2016,9,France,155033
2016,9,Espagne,73761
2016,9,Royaume-Uni,35078
2016,9,Italie,24831
2016,9,Allemagne,31653
2016,9,États-Unis,20735
2016,9,Belgique,18678
2016,9,Pays-Bas,17025
2016,9,Brésil,11649
2016,9,Canada,13050
2016,10,France,126536
2016,10,Espagne,77478
2016,10,Royaume-Uni,27611
2016,10,Italie,23187
2016,10,Allemagne,25393
2016,10,États-Unis,17332
2016,10,Belgique,17528
2016,10,Pays-Bas,13345
2016,10,Brésil,11110
2016,10,Canada,9338
2016,11,France,112692
2016,11,Espagne,58760
2016,11,Royaume-Uni,27088
2016,11,Italie,21453
2016,11,Allemagne,16867
2016,11,États-Unis,16059
2016,11,Belgique,9899
2016,11,Pays-Bas,13160
2016,11,Brésil,8863
2016,11,Canada,9128
2016,12,France,84902
2016,12,Espagne,70746
2016,12,Royaume-Uni,21660
2016,12,Italie,21997
2016,12,Allemagne,17005
2016,12,États-Unis,15016
2016,12,Belgique,10003
2016,12,Pays-Bas,10215
2016,12,Brésil,8522
2016,12,Canada,7878
2017,1,France,79579
2017,1,Espagne,62546
2017,1,Royaume-Uni,20302
2017,1,Italie,19938
2017,1,Allemagne,15873
2017,1,États-Unis,14258
2017,1,Belgique,10395
2017,1,Pays-Bas,9295
2017,1,Brésil,6954
2017,1,Canada,7368
2017,2,France,80858
2017,2,Espagne,42593
2017,2,Royaume-Uni,18043
2017,2,Italie,14975
2017,2,Allemagne,15593
2017,2,États-Unis,12101
2017,2,Belgique,9300
2017,2,Pays-Bas,10320
2017,2,Brésil,6806
2017,2,Canada,5457
2017,3,France,109382
2017,3,Espagne,70098
2017,3,Royaume-Uni,23997
2017,3,Italie,18593
2017,3,Allemagne,20611
2017,3,États-Unis,15054
2017,3,Belgique,11886
2017,3,Pays-Bas,10915
2017,3,Brésil,9786
2017,3,Canada,8795
2017,4,France,106166
2017,4,Espagne,80530
2017,4,Royaume-Uni,28133
2017,4,Italie,22325
2017,4,Allemagne,21257
2017,4,États-Unis,19016
2017,4,Belgique,14879
2017,4,Pays-Bas,12160
2017,4,Brésil,9856
2017,4,Canada,10231
2017,5,France,111684
2017,5,Espagne,84578
2017,5,Royaume-Uni,28185
2017,5,Italie,21919
2017,5,Allemagne,23034
2017,5,États-Unis,22423
2017,5,Belgique,14373
2017,5,Pays-Bas,14352
2017,5,Brésil,9004
2017,5,Canada,10946
2017,6,France,114580
2017,6,Espagne,53153
2017,6,Royaume-Uni,25493
2017,6,Italie,23532
2017,6,Allemagne,19782
2017,6,États-Unis,19601
2017,6,Belgique,14197
2017,6,Pays-Bas,10689
2017,6,Brésil,7476
2017,6,Canada,7480
2017,7,France,160125
2017,7,Espagne,115760
2017,7,Royaume-Uni,49506
2017,7,Italie,38152
2017,7,Allemagne,34845
2017,7,États-Unis,27568
2017,7,Belgique,19932
2017,7,Pays-Bas,17848
2017,7,Brésil,15645
2017,7,Canada,16248
2017,8,France,182961
2017,8,Espagne,106517
2017,8,Royaume-Uni,57020
2017,8,Italie,44981
2017,8,Allemagne,44152
2017,8,États-Unis,30808
2017,8,Belgique,21186
2017,8,Pays-Bas,23297
2017,8,Brésil,14645
2017,8,Canada,17222
2017,9,France,171695
2017,9,Espagne,87824
2017,9,Royaume-Uni,38376
2017,9,Italie,30446
2017,9,Allemagne,32890
2017,9,États-Unis,23121
2017,9,Belgique,18357
2017,9,Pays-Bas,16875
2017,9,Brésil,9942
2017,9,Canada,10356
2017,10,France,125421
2017,10,Espagne,81893
2017,10,Royaume-Uni,33523
2017,10,Italie,25633
2017,10,Allemagne,26767
2017,10,États-Unis,24883
2017,10,Belgique,13357
2017,10,Pays-Bas,14647
2017,10,Brésil,12167
2017,10,Canada,8998
2017,11,France,92554
2017,11,Espagne,52129
2017,11,Royaume-Uni,22907
2017,11,Italie,21519
2017,11,Allemagne,19441
2017,11,États-Unis,15510
2017,11,Belgique,14329
2017,11,Pays-Bas,11072
2017,11,Brésil,8180
2017,11,Canada,8800
2017,12,France,87273
2017,12,Espagne,55240
2017,12,Royaume-Uni,22820
2017,12,Italie,18979
2017,12,Allemagne,24367
2017,12,États-Unis,16106
2017,12,Belgique,13103
2017,12,Pays-Bas,12855
2017,12,Brésil,7953
2017,12,Canada,9258
2018,1,France,92336
2018,1,Espagne,60666
2018,1,Royaume-Uni,25896
2018,1,Italie,15576
2018,1,Allemagne,15908
2018,1,États-Unis,16779
2018,1,Belgique,10557
2018,1,Pays-Bas,11690
2018,1,Brésil,8371
2018,1,Canada,8461
2018,2,France,76229
2018,2,Espagne,42956
2018,2,Royaume-Uni,20830
2018,2,Italie,16435
2018,2,Allemagne,17551
2018,2,États-Unis,10496
2018,2,Belgique,10559
2018,2,Pays-Bas,10615
2018,2,Brésil,6413
2018,2,Canada,6079
2018,3,France,93384
2018,3,Espagne,75120
2018,3,Royaume-Uni,23702
2018,3,Italie,22660
2018,3,Allemagne,24139
2018,3,États-Unis,15092
2018,3,Belgique,12042
2018,3,Pays-Bas,13971
2018,3,Brésil,9715
2018,3,Canada,8263
2018,4,France,144430
2018,4,Espagne,62684
2018,4,Royaume-Uni,34507
2018,4,Italie,26759
2018,4,Allemagne,28974
2018,4,États-Unis,19889
2018,4,Belgique,16092
2018,4,Pays-Bas,14429
2018,4,Brésil,9567
2018,4,Canada,10308
2018,5,France,136113
2018,5,Espagne,66574
2018,5,Royaume-Uni,32981
2018,5,Italie,23006
2018,5,Allemagne,25734
2018,5,États-Unis,23049
2018,5,Belgique,13055
