date,total_arrivals,foreign_tourists,mre_arrivals,month
2006-07-27,21511,10971,10540,7
2006-07-28,21077,10749,10328,7
2006-07-01,23724,12099,11625,7
2006-07-02,24848,12672,12176,7
2006-07-03,22281,11363,10918,7
2006-07-04,23407,11938,11469,7
2006-07-05,22302,11374,10928,7
2006-07-06,22664,11559,11105,7
2006-07-07,20290,10348,9942,7
2006-07-08,18523,9447,9076,7
2006-07-09,22822,11639,11183,7
2006-07-10,24663,12578,12085,7
2006-07-11,20775,10595,10180,7
2006-07-12,23443,11956,11487,7
2006-07-13,24334,12410,11924,7
2006-07-14,20115,10259,9856,7
2006-07-15,20636,10524,10112,7
2006-07-16,20967,10693,10274,7
2006-07-17,22529,11490,11039,7
2006-08-18,23438,11953,11485,8
2006-08-19,26295,13410,12885,8
2006-08-20,24539,12515,12024,8
2006-08-21,27903,14231,13672,8
2006-08-22,29010,14795,14215,8
2006-08-23,23132,11797,11335,8
2006-08-24,24156,12320,11836,8
2006-08-25,28307,14437,13870,8
2006-08-26,24751,12623,12128,8
2006-08-27,28958,14769,14189,8
2006-08-28,29021,14801,14220,8
2006-08-01,25445,12977,12468,8
2006-08-02,26292,13409,12883,8
2006-08-03,25771,13143,12628,8
2006-08-04,23760,12118,11642,8
2006-08-05,23860,12169,11691,8
2006-08-06,23727,12101,11626,8
2006-08-07,23158,11811,11347,8
2006-08-08,27137,13840,13297,8
2006-08-09,21963,11201,10762,8
2006-08-10,28027,14294,13733,8
2006-08-11,22850,11654,11196,8
2006-08-12,27778,14167,13611,8
2006-08-13,26211,13368,12843,8
2006-08-14,26093,13307,12786,8
2006-08-15,25892,13205,12687,8
2006-08-16,22896,11677,11219,8
2006-08-17,24080,12281,11799,8
2006-08-18,24251,12368,11883,8
2006-08-19,25491,13000,12491,8
2006-08-20,27162,13853,13309,8
2006-09-21,15552,7932,7620,9
2006-09-22,16951,8645,8306,9
2006-09-23,20595,10503,10092,9
2006-09-24,17598,8975,8623,9
2006-09-25,19520,9955,9565,9
2006-09-26,15812,8064,7748,9
2006-09-27,18041,9201,8840,9
2006-09-28,19300,9843,9457,9
2006-09-01,17338,8842,8496,9
2006-09-02,16482,8406,8076,9
2006-09-03,19729,10062,9667,9
2006-09-04,18587,9479,9108,9
2006-09-05,16055,8188,7867,9
2006-09-06,16030,8175,7855,9
2006-09-07,15596,7954,7642,9
2006-09-08,19294,9840,9454,9
2006-09-09,19731,10063,9668,9
2006-09-10,15777,8046,7731,9
2006-09-11,16346,8336,8010,9
2006-09-12,19403,9896,9507,9
2006-09-13,18607,9490,9117,9
2006-09-14,16052,8187,7865,9
2006-09-15,16117,8220,7897,9
2006-09-16,16430,8379,8051,9
2006-09-17,19805,10101,9704,9
2006-09-18,18444,9406,9038,9
2006-09-19,18066,9214,8852,9
2006-09-20,15394,7851,7543,9
2006-09-21,19370,9879,9491,9
2006-09-22,20224,10314,9910,9
2006-10-23,14049,7165,6884,10
2006-10-24,15314,7810,7504,10
2006-10-25,17488,8919,8569,10
2006-10-26,18464,9417,9047,10
2006-10-27,14085,7183,6902,10
2006-10-28,17144,8743,8401,10
2006-10-01,16097,8209,7888,10
2006-10-02,17522,8936,8586,10
2006-10-03,14037,7159,6878,10
2006-10-04,15363,7835,7528,10
2006-10-05,16366,8347,8019,10
2006-10-06,14003,7142,6861,10
2006-10-07,17308,8827,8481,10
2006-10-08,17783,9069,8714,10
2006-10-09,16284,8305,7979,10
2006-10-10,14453,7371,7082,10
2006-10-11,17980,9170,8810,10
2006-10-12,18457,9413,9044,10
2006-10-13,17008,8674,8334,10
2006-10-14,17001,8671,8330,10
2006-10-15,14012,7146,6866,10
2006-10-16,14672,7483,7189,10
2006-10-17,17932,9145,8787,10
2006-10-18,14548,7419,7129,10
2006-10-19,17894,9126,8768,10
2006-10-20,17013,8677,8336,10
2006-10-21,15591,7951,7640,10
2006-10-22,17613,8983,8630,10
2006-10-23,14857,7577,7280,10
2006-10-24,16727,8531,8196,10
2006-10-25,17647,9000,8647,10
2006-11-26,13991,7135,6856,11
2006-11-27,12135,6189,5946,11
2006-11-28,10891,5554,5337,11
2006-11-01,10874,5546,5328,11
2006-11-02,11645,5939,5706,11
2006-11-03,11347,5787,5560,11
2006-11-04,13319,6793,6526,11
2006-11-05,10841,5529,5312,11
2006-11-06,12675,6464,6211,11
2006-11-07,13314,6790,6524,11
2006-11-08,13931,7105,6826,11
2006-11-09,14468,7379,7089,11
2006-11-10,12272,6259,6013,11
2006-11-11,14355,7321,7034,11
2006-11-12,13501,6886,6615,11
2006-11-13,13829,7053,6776,11
2006-11-14,13131,6697,6434,11
2006-11-15,14055,7168,6887,11
2006-11-16,14246,7265,6981,11
2006-11-17,12529,6390,6139,11
2006-11-18,10795,5505,5290,11
2006-11-19,10886,5552,5334,11
2006-11-20,11944,6091,5853,11
2006-11-21,10969,5594,5375,11
2006-11-22,12975,6617,6358,11
2006-11-23,11293,5759,5534,11
2006-11-24,13993,7136,6857,11
2006-11-25,10821,5519,5302,11
2006-11-26,13312,6789,6523,11
2006-11-27,12127,6185,5942,11
2006-12-28,12152,6198,5954,12
2006-12-01,11864,6051,5813,12
2006-12-02,10986,5603,5383,12
2006-12-03,11578,5905,5673,12
2006-12-04,13897,7087,6810,12
2006-12-05,14477,7383,7094,12
2006-12-06,12662,6458,6204,12
2006-12-07,10855,5536,5319,12
2006-12-08,13284,6775,6509,12
2006-12-09,11573,5902,5671,12
2006-12-10,12140,6191,5949,12
2006-12-11,11996,6118,5878,12
2006-12-12,13232,6748,6484,12
2006-12-13,14447,7368,7079,12
2006-12-14,11729,5982,5747,12
2006-12-15,11097,5659,5438,12
2006-12-16,12736,6495,6241,12
2006-12-17,13306,6786,6520,12
2006-12-18,11164,5694,5470,12
2006-12-19,13295,6780,6515,12
2006-12-20,12213,6229,5984,12
2006-12-21,12588,6420,6168,12
2006-12-22,11563,5897,5666,12
2006-12-23,14483,7386,7097,12
2006-12-24,12246,6245,6001,12
2006-12-25,13993,7136,6857,12
2006-12-26,13612,6942,6670,12
2006-12-27,13285,6775,6510,12
2006-12-28,14146,7214,6932,12
2006-12-01,12216,6230,5986,12
2007-01-01,10442,5325,5117,1
2007-01-02,13517,6894,6623,1
2007-01-03,10264,5235,5029,1
2007-01-04,13555,6913,6642,1
2007-01-05,13534,6902,6632,1
2007-01-06,11645,5939,5706,1
2007-01-07,12349,6298,6051,1
2007-01-08,12523,6387,6136,1
2007-01-09,11973,6106,5867,1
2007-01-10,13186,6725,6461,1
2007-01-11,12577,6414,6163,1
2007-01-12,13582,6927,6655,1
2007-01-13,12823,6540,6283,1
2007-01-14,11816,6026,5790,1
2007-01-15,13438,6853,6585,1
2007-01-16,11464,5847,5617,1
2007-01-17,12957,6608,6349,1
2007-01-18,11976,6108,5868,1
2007-01-19,10904,5561,5343,1
2007-01-20,13229,6747,6482,1
2007-01-21,10289,5247,5042,1
2007-01-22,11225,5725,5500,1
2007-01-23,13263,6764,6499,1
2007-01-24,13174,6719,6455,1
2007-01-25,12225,6235,5990,1
2007-01-26,11901,6070,5831,1
2007-01-27,12786,6521,6265,1
2007-01-28,11464,5847,5617,1
2007-01-01,12691,6472,6219,1
2007-01-02,11616,5924,5692,1
2007-01-03,12539,6395,6144,1
2007-02-04,9612,4902,4710,2
2007-02-05,11511,5871,5640,2
2007-02-06,8940,4559,4381,2
2007-02-07,11197,5710,5487,2
2007-02-08,9419,4804,4615,2
2007-02-09,8979,4579,4400,2
2007-02-10,10466,5338,5128,2
2007-02-11,9193,4688,4505,2
2007-02-12,10259,5232,5027,2
2007-02-13,8919,4549,4370,2
2007-02-14,9855,5026,4829,2
2007-02-15,9577,4884,4693,2
2007-02-16,8899,4538,4361,2
2007-02-17,11000,5610,5390,2
2007-02-18,9057,4619,4438,2
2007-02-19,9984,5092,4892,2
2007-02-20,10801,5509,5292,2
2007-02-21,11271,5748,5523,2
2007-02-22,10864,5541,5323,2
2007-02-23,9199,4691,4508,2
2007-02-24,9618,4905,4713,2
2007-02-25,10187,5195,4992,2
2007-02-26,10646,5429,5217,2
2007-02-27,10973,5596,5377,2
2007-02-28,10255,5230,5025,2
2007-02-01,9804,5000,4804,2
2007-02-02,9848,5022,4826,2
2007-02-03,9014,4597,4417,2
2007-02-04,10095,5148,4947,2
2007-02-05,11389,5808,5581,2
2007-03-06,15097,7699,7398,3
2007-03-07,13487,6878,6609,3
2007-03-08,15366,7837,7529,3
2007-03-09,13924,7101,6823,3
2007-03-10,13464,6867,6597,3
2007-03-11,12987,6623,6364,3
2007-03-12,15241,7773,7468,3
2007-03-13,12038,6139,5899,3
2007-03-14,14549,7420,7129,3
2007-03-15,15112,7707,7405,3
2007-03-16,13382,6825,6557,3
2007-03-17,12977,6618,6359,3
2007-03-18,14624,7458,7166,3
2007-03-19,12607,6430,6177,3
2007-03-20,13599,6935,6664,3
2007-03-21,15053,7677,7376,3
2007-03-22,14472,7381,7091,3
2007-03-23,14324,7305,7019,3
2007-03-24,14845,7571,7274,3
2007-03-25,14289,7287,7002,3
2007-03-26,12711,6483,6228,3
2007-03-27,15591,7951,7640,3
2007-03-28,13767,7021,6746,3
2007-03-01,16176,8250,7926,3
2007-03-02,12164,6204,5960,3
2007-03-03,13797,7036,6761,3
2007-03-04,15410,7859,7551,3
2007-03-05,12457,6353,6104,3
2007-03-06,12056,6149,5907,3
2007-03-07,12519,6385,6134,3
2007-03-08,14940,7619,7321,3
2007-04-09,16342,8334,8008,4
2007-04-10,17312,8829,8483,4
2007-04-11,16376,8352,8024,4
2007-04-12,17769,9062,8707,4
2007-04-13,18035,9198,8837,4
2007-04-14,15624,7968,7656,4
2007-04-15,15070,7686,7384,4
2007-04-16,14775,7535,7240,4
2007-04-17,17940,9149,8791,4
2007-04-18,14588,7440,7148,4
2007-04-19,15630,7971,7659,4
2007-04-20,16971,8655,8316,4
2007-04-21,14531,7411,7120,4
2007-04-22,15155,7729,7426,4
2007-04-23,16809,8573,8236,4
2007-04-24,16238,8281,7957,4
2007-04-25,17035,8688,8347,4
2007-04-26,15984,8152,7832,4
2007-04-27,14010,7145,6865,4
2007-04-28,15206,7755,7451,4
2007-04-01,15329,7818,7511,4
2007-04-02,14543,7417,7126,4
2007-04-03,15312,7809,7503,4
2007-04-04,17060,8701,8359,4
2007-04-05,15336,7821,7515,4
2007-04-06,17579,8965,8614,4
2007-04-07,17695,9024,8671,4
2007-04-08,15146,7724,7422,4
2007-04-09,17045,8693,8352,4
2007-04-10,16624,8478,8146,4
2007-05-11,15891,8104,7787,5
2007-05-12,17410,8879,8531,5
2007-05-13,14234,7259,6975,5
2007-05-14,13758,7017,6741,5
2007-05-15,15340,7823,7517,5
2007-05-16,18201,9283,8918,5
2007-05-17,13678,6976,6702,5
2007-05-18,18378,9373,9005,5
2007-05-19,17079,8710,8369,5
2007-05-20,14598,7445,7153,5
2007-05-21,14832,7564,7268,5
2007-05-22,16452,8391,8061,5
2007-05-23,17450,8900,8550,5
2007-05-24,17104,8723,8381,5
2007-05-25,14060,7171,6889,5
2007-05-26,14351,7319,7032,5
2007-05-27,14286,7286,7000,5
2007-05-28,14205,7245,6960,5
2007-05-01,16647,8490,8157,5
2007-05-02,17163,8753,8410,5
2007-05-03,17188,8766,8422,5
2007-05-04,15329,7818,7511,5
2007-05-05,16510,8420,8090,5
2007-05-06,14386,7337,7049,5
2007-05-07,16111,8217,7894,5
2007-05-08,15063,7682,7381,5
2007-05-09,16373,8350,8023,5
2007-05-10,17435,8892,8543,5
2007-05-11,17149,8746,8403,5
2007-05-12,14568,7430,7138,5
2007-05-13,17392,8870,8522,5
2007-06-14,12738,6496,6242,6
2007-06-15,12857,6557,6300,6
2007-06-16,14431,7360,7071,6
2007-06-17,14170,7227,6943,6
2007-06-18,15987,8153,7834,6
2007-06-19,15525,7918,7607,6
2007-06-20,12164,6204,5960,6
2007-06-21,13184,6724,6460,6
2007-06-22,12440,6344,6096,6
2007-06-23,15544,7927,7617,6
2007-06-24,13001,6631,6370,6
2007-06-25,13032,6646,6386,6
2007-06-26,12272,6259,6013,6
2007-06-27,15037,7669,7368,6
2007-06-28,12635,6444,6191,6
2007-06-01,12896,6577,6319,6
2007-06-02,13328,6797,6531,6
2007-06-03,13292,6779,6513,6
2007-06-04,12822,6539,6283,6
2007-06-05,15661,7987,7674,6
2007-06-06,14437,7363,7074,6
2007-06-07,12216,6230,5986,6
2007-06-08,13731,7003,6728,6
2007-06-09,15101,7702,7399,6
2007-06-10,12973,6616,6357,6
2007-06-11,13875,7076,6799,6
2007-06-12,13386,6827,6559,6
2007-06-13,12857,6557,6300,6
2007-06-14,13235,6750,6485,6
2007-06-15,12221,6233,5988,6
2007-07-16,25513,13012,12501,7
2007-07-17,26414,13471,12943,7
2007-07-18,21027,10724,10303,7
2007-07-19,24219,12352,11867,7
2007-07-20,22138,11290,10848,7
2007-07-21,21137,10780,10357,7
2007-07-22,25823,13170,12653,7
2007-07-23,23425,11947,11478,7
2007-07-24,27202,13873,13329,7
2007-07-25,24784,12640,12144,7
2007-07-26,23041,11751,11290,7
2007-07-27,21030,10725,10305,7
2007-07-28,24769,12632,12137,7
2007-07-01,21427,10928,10499,7
2007-07-02,24528,12509,12019,7
2007-07-03,22019,11230,10789,7
2007-07-04,21353,10890,10463,7
2007-07-05,27054,13798,13256,7
2007-07-06,22432,11440,10992,7
2007-07-07,27446,13997,13449,7
2007-07-08,25050,12776,12274,7
2007-07-09,26196,13360,12836,7
2007-07-10,25170,12837,12333,7
2007-07-11,23098,11780,11318,7
2007-07-12,27008,13774,13234,7
2007-07-13,26602,13567,13035,7
2007-07-14,27550,14051,13499,7
2007-07-15,24658,12576,12082,7
2007-07-16,20539,10475,10064,7
2007-07-17,24466,12478,11988,7
2007-08-18,26632,13582,13050,8
2007-08-19,29022,14801,14221,8
2007-08-20,24954,12727,12227,8
2007-08-21,31557,16094,15463,8
2007-08-22,26901,13720,13181,8
2007-08-23,27597,14074,13523,8
2007-08-24,25154,12829,12325,8
2007-08-25,32250,16448,15802,8
2007-08-26,24924,12711,12213,8
2007-08-27,26659,13596,13063,8
2007-08-28,28743,14659,14084,8
2007-08-01,31845,16241,15604,8
2007-08-02,32128,16385,15743,8
2007-08-03,24643,12568,12075,8
2007-08-04,23941,12210,11731,8
2007-08-05,28107,14335,13772,8
2007-08-06,24484,12487,11997,8
2007-08-07,24623,12558,12065,8
2007-08-08,29705,15150,14555,8
2007-08-09,31858,16248,15610,8
2007-08-10,29453,15021,14432,8
2007-08-11,29027,14804,14223,8
2007-08-12,27847,14202,13645,8
2007-08-13,29983,15291,14692,8
2007-08-14,32206,16425,15781,8
2007-08-15,25425,12967,12458,8
2007-08-16,29654,15124,14530,8
2007-08-17,32242,16443,15799,8
2007-08-18,25460,12985,12475,8
2007-08-19,28200,14382,13818,8
2007-08-20,30511,15561,14950,8
2007-09-21,22461,11455,11006,9
2007-09-22,20054,10228,9826,9
2007-09-23,18043,9202,8841,9
2007-09-24,21905,11172,10733,9
2007-09-25,22828,11642,11186,9
2007-09-26,20646,10529,10117,9
2007-09-27,17412,8880,8532,9
2007-09-28,21097,10759,10338,9
2007-09-01,17558,8955,8603,9
2007-09-02,18249,9307,8942,9
2007-09-03,20413,10411,10002,9
2007-09-04,19642,10017,9625,9
2007-09-05,23075,11768,11307,9
2007-09-06,21997,11218,10779,9
2007-09-07,18371,9369,9002,9
2007-09-08,18034,9197,8837,9
2007-09-09,18333,9350,8983,9
2007-09-10,17409,8879,8530,9
2007-09-11,19330,9858,9472,9
2007-09-12,19493,9941,9552,9
2007-09-13,17388,8868,8520,9
2007-09-14,23070,11766,11304,9
2007-09-15,21168,10796,10372,9
2007-09-16,23064,11763,11301,9
2007-09-17,22757,11606,11151,9
2007-09-18,18929,9654,9275,9
2007-09-19,22721,11588,11133,9
2007-09-20,22445,11447,10998,9
2007-09-21,22759,11607,11152,9
2007-09-22,17834,9095,8739,9
2007-10-23,15715,8015,7700,10
2007-10-24,17070,8706,8364,10
2007-10-25,18612,9492,9120,10
2007-10-26,19321,9854,9467,10
2007-10-27,16500,8415,8085,10
2007-10-28,15755,8035,7720,10
2007-10-01,19500,9945,9555,10
2007-10-02,18994,9687,9307,10
2007-10-03,20478,10444,10034,10
2007-10-04,20788,10602,10186,10
2007-10-05,17200,8772,8428,10
2007-10-06,17322,8834,8488,10
2007-10-07,19113,9748,9365,10
2007-10-08,18917,9648,9269,10
2007-10-09,15783,8049,7734,10
2007-10-10,17281,8813,8468,10
2007-10-11,19926,10162,9764,10
2007-10-12,18007,9184,8823,10
2007-10-13,15435,7872,7563,10
2007-10-14,20072,10237,9835,10
2007-10-15,17624,8988,8636,10
2007-10-16,19029,9705,9324,10
2007-10-17,18237,9301,8936,10
2007-10-18,15539,7925,7614,10
2007-10-19,20150,10277,9873,10
2007-10-20,18629,9501,9128,10
2007-10-21,18173,9268,8905,10
2007-10-22,18417,9393,9024,10
2007-10-23,18636,9504,9132,10
2007-10-24,19727,10061,9666,10
2007-10-25,17257,8801,8456,10
2007-11-26,12681,6467,6214,11
2007-11-27,14935,7617,7318,11
2007-11-28,13213,6739,6474,11
2007-11-01,13853,7065,6788,11
2007-11-02,15248,7776,7472,11
2007-11-03,16144,8233,7911,11
2007-11-04,14923,7611,7312,11
2007-11-05,14845,7571,7274,11
2007-11-06,13117,6690,6427,11
2007-11-07,15272,7789,7483,11
2007-11-08,12626,6439,6187,11
2007-11-09,15243,7774,7469,11
2007-11-10,12213,6229,5984,11
2007-11-11,14615,7454,7161,11
2007-11-12,14471,7380,7091,11
2007-11-13,12035,6138,5897,11
2007-11-14,12533,6392,6141,11
2007-11-15,13447,6858,6589,11
2007-11-16,13176,6720,6456,11
2007-11-17,14118,7200,6918,11
2007-11-18,15195,7749,7446,11
2007-11-19,13052,6657,6395,11
2007-11-20,15032,7666,7366,11
2007-11-21,12142,6192,5950,11
2007-11-22,12612,6432,6180,11
2007-11-23,13809,7043,6766,11
2007-11-24,12224,6234,5990,11
2007-11-25,15545,7928,7617,11
2007-11-26,14328,7307,7021,11
2007-11-27,12203,6224,5979,11
2007-12-28,14074,7178,6896,12
2007-12-01,16124,8223,7901,12
2007-12-02,14072,7177,6895,12
2007-12-03,15542,7926,7616,12
2007-12-04,14938,7618,7320,12
2007-12-05,12156,6200,5956,12
2007-12-06,12589,6420,6169,12
2007-12-07,15902,8110,7792,12
2007-12-08,12311,6279,6032,12
2007-12-09,14396,7342,7054,12
2007-12-10,12485,6367,6118,12
2007-12-11,15747,8031,7716,12
2007-12-12,14035,7158,6877,12
2007-12-13,13399,6833,6566,12
2007-12-14,13076,6669,6407,12
2007-12-15,15317,7812,7505,12
2007-12-16,13844,7060,6784,12
2007-12-17,15923,8121,7802,12
2007-12-18,15006,7653,7353,12
2007-12-19,13907,7093,6814,12
2007-12-20,12169,6206,5963,12
2007-12-21,15888,8103,7785,12
2007-12-22,13668,6971,6697,12
2007-12-23,15369,7838,7531,12
2007-12-24,12079,6160,5919,12
2007-12-25,14572,7432,7140,12
2007-12-26,16121,8222,7899,12
2007-12-27,13985,7132,6853,12
2007-12-28,12760,6508,6252,12
2007-12-01,13728,7001,6727,12
2008-01-01,12582,6417,6165,1
2008-01-02,11552,5892,5660,1
2008-01-03,13533,6902,6631,1
2008-01-04,13791,7033,6758,1
2008-01-05,12692,6473,6219,1
2008-01-06,13467,6868,6599,1
2008-01-07,12046,6143,5903,1
2008-01-08,13197,6730,6467,1
2008-01-09,14480,7385,7095,1
2008-01-10,12327,6287,6040,1
2008-01-11,13172,6718,6454,1
2008-01-12,11781,6008,5773,1
2008-01-13,13727,7001,6726,1
2008-01-14,12357,6302,6055,1
2008-01-15,14234,7259,6975,1
2008-01-16,12841,6549,6292,1
2008-01-17,12363,6305,6058,1
2008-01-18,14000,7140,6860,1
2008-01-19,11174,5699,5475,1
2008-01-20,14679,7486,7193,1
2008-01-21,13776,7026,6750,1
2008-01-22,13614,6943,6671,1
2008-01-23,12345,6296,6049,1
2008-01-24,12033,6137,5896,1
2008-01-25,14302,7294,7008,1
2008-01-26,12260,6253,6007,1
2008-01-27,11833,6035,5798,1
2008-01-28,11469,5849,5620,1
2008-01-01,12321,6284,6037,1
2008-01-02,14001,7141,6860,1
2008-01-03,13710,6992,6718,1
2008-02-04,9971,5085,4886,2
2008-02-05,11628,5930,5698,2
2008-02-06,9460,4825,4635,2
2008-02-07,11870,6054,5816,2
2008-02-08,12178,6211,5967,2
2008-02-09,10944,5581,5363,2
2008-02-10,12419,6334,6085,2
2008-02-11,12003,6122,5881,2
2008-02-12,10013,5107,4906,2
2008-02-13,10736,5475,5261,2
2008-02-14,12424,6336,6088,2
2008-02-15,10398,5303,5095,2
2008-02-16,11173,5698,5475,2
2008-02-17,10135,5169,4966,2
2008-02-18,10035,5118,4917,2
2008-02-19,10694,5454,5240,2
2008-02-20,10016,5108,4908,2
2008-02-21,9883,5040,4843,2
2008-02-22,11808,6022,5786,2
2008-02-23,11550,5891,5659,2
2008-02-24,11396,5812,5584,2
2008-02-25,9288,4737,4551,2
2008-02-26,10937,5578,5359,2
2008-02-27,9935,5067,4868,2
2008-02-28,11879,6058,5821,2
2008-02-01,9554,4873,4681,2
2008-02-02,11037,5629,5408,2
2008-02-03,10315,5261,5054,2
2008-02-04,12020,6130,5890,2
2008-02-05,12054,6148,5906,2
2008-03-06,16959,8649,8310,3
2008-03-07,14403,7346,7057,3
2008-03-08,15907,8113,7794,3
2008-03-09,13641,6957,6684,3
2008-03-10,14258,7272,6986,3
2008-03-11,16119,8221,7898,3
2008-03-12,17156,8750,8406,3
2008-03-13,13695,6984,6711,3
2008-03-14,13495,6882,6613,3
2008-03-15,13909,7094,6815,3
2008-03-16,14782,7539,7243,3
2008-03-17,13345,6806,6539,3
2008-03-18,14315,7301,7014,3
2008-03-19,15058,7680,7378,3
2008-03-20,15920,8119,7801,3
2008-03-21,16766,8551,8215,3
2008-03-22,13773,7024,6749,3
2008-03-23,12945,6602,6343,3
2008-03-24,13017,6639,6378,3
2008-03-25,15461,7885,7576,3
2008-03-26,16424,8376,8048,3
2008-03-27,16498,8414,8084,3
2008-03-28,15597,7954,7643,3
2008-03-01,14048,7164,6884,3
2008-03-02,14928,7613,7315,3
2008-03-03,15769,8042,7727,3
2008-03-04,17002,8671,8331,3
2008-03-05,16059,8190,7869,3
2008-03-06,14210,7247,6963,3
2008-03-07,13105,6684,6421,3
2008-03-08,16462,8396,8066,3
2008-04-09,19754,10075,9679,4
2008-04-10,17621,8987,8634,4
2008-04-11,18184,9274,8910,4
2008-04-12,19735,10065,9670,4
2008-04-13,19715,10055,9660,4
2008-04-14,15611,7962,7649,4
2008-04-15,15388,7848,7540,4
2008-04-16,17208,8776,8432,4
2008-04-17,16433,8381,8052,4
2008-04-18,19302,9844,9458,4
2008-04-19,17078,8710,8368,4
2008-04-20,18060,9211,8849,4
2008-04-21,16619,8476,8143,4
2008-04-22,16862,8600,8262,4
2008-04-23,15271,7788,7483,4
2008-04-24,17928,9143,8785,4
2008-04-25,16786,8561,8225,4
2008-04-26,19816,10106,9710,4
2008-04-27,17890,9124,8766,4
2008-04-28,16381,8354,8027,4
2008-04-01,18255,9310,8945,4
2008-04-02,16591,8461,8130,4
2008-04-03,16574,8453,8121,4
2008-04-04,19894,10146,9748,4
2008-04-05,14965,7632,7333,4
2008-04-06,19143,9763,9380,4
2008-04-07,16038,8179,7859,4
2008-04-08,18030,9195,8835,4
2008-04-09,18654,9514,9140,4
2008-04-10,17333,8840,8493,4
2008-05-11,17508,8929,8579,5
2008-05-12,16518,8424,8094,5
2008-05-13,15218,7761,7457,5
2008-05-14,14951,7625,7326,5
2008-05-15,14960,7630,7330,5
2008-05-16,15626,7969,7657,5
2008-05-17,17329,8838,8491,5
2008-05-18,14870,7584,7286,5
2008-05-19,18786,9581,9205,5
2008-05-20,16805,8571,8234,5
2008-05-21,19934,10166,9768,5
2008-05-22,17867,9112,8755,5
2008-05-23,18231,9298,8933,5
2008-05-24,15617,7965,7652,5
2008-05-25,19578,9985,9593,5
2008-05-26,18588,9480,9108,5
2008-05-27,15492,7901,7591,5
2008-05-28,17605,8979,8626,5
2008-05-01,19137,9760,9377,5
2008-05-02,18792,9584,9208,5
2008-05-03,17464,8907,8557,5
2008-05-04,17580,8966,8614,5
2008-05-05,17368,8858,8510,5
2008-05-06,17062,8702,8360,5
2008-05-07,17436,8892,8544,5
2008-05-08,17721,9038,8683,5
2008-05-09,18586,9479,9107,5
2008-05-10,17890,9124,8766,5
2008-05-11,15980,8150,7830,5
2008-05-12,17476,8913,8563,5
2008-05-13,16389,8358,8031,5
2008-06-13,14202,7243,6959,6
2008-06-14,16936,8637,8299,6
2008-06-15,16584,8458,8126,6
2008-06-16,16899,8618,8281,6
2008-06-17,15367,7837,7530,6
2008-06-18,17085,8713,8372,6
2008-06-19,14349,7318,7031,6
2008-06-20,14798,7547,7251,6
2008-06-21,14422,7355,7067,6
2008-06-22,17170,8757,8413,6
2008-06-23,15873,8095,7778,6
2008-06-24,16745,8540,8205,6
2008-06-25,17367,8857,8510,6
2008-06-26,16428,8378,8050,6
2008-06-27,16308,8317,7991,6
2008-06-01,15617,7965,7652,6
2008-06-01,14396,7342,7054,6
2008-06-02,16576,8454,8122,6
2008-06-03,17057,8699,8358,6
2008-06-04,17287,8816,8471,6
2008-06-05,15593,7952,7641,6
2008-06-06,12934,6596,6338,6
2008-06-07,17482,8916,8566,6
2008-06-08,13598,6935,6663,6
2008-06-09,13008,6634,6374,6
2008-06-10,13694,6984,6710,6
2008-06-11,17093,8717,8376,6
2008-06-12,16182,8253,7929,6
2008-06-13,17360,8854,8506,6
2008-06-14,16998,8669,8329,6
2008-07-15,24795,12645,12150,7
2008-07-16,26240,13382,12858,7
2008-07-17,27337,13942,13395,7
2008-07-18,29940,15269,14671,7
2008-07-19,26478,13504,12974,7
2008-07-20,23201,11833,11368,7
2008-07-21,24771,12633,12138,7
2008-07-22,22512,11481,11031,7
2008-07-23,24567,12529,12038,7
2008-07-24,23906,12192,11714,7
2008-07-25,27202,13873,13329,7
2008-07-26,27996,14278,13718,7
2008-07-27,27899,14228,13671,7
2008-06-30,24224,12354,11870,7
2008-07-01,26915,13727,13188,7
2008-07-02,29359,14973,14386,7
2008-07-03,23980,12230,11750,7
2008-07-04,27840,14198,13642,7
2008-07-05,26502,13516,12986,7
2008-07-06,25819,13168,12651,7
2008-07-07,29809,15203,14606,7
2008-07-08,29692,15143,14549,7
2008-07-09,28250,14408,13842,7
2008-07-10,22257,11351,10906,7
2008-07-11,23778,12127,11651,7
2008-07-12,27129,13836,13293,7
2008-07-13,25837,13177,12660,7
2008-07-14,23599,12035,11564,7
2008-07-15,24041,12261,11780,7
2008-07-16,26403,13466,12937,7
2008-08-17,33248,16956,16292,8
2008-08-18,29016,14798,14218,8
2008-08-19,31822,16229,15593,8
2008-08-20,30460,15535,14925,8
2008-08-21,27488,14019,13469,8
2008-08-22,29475,15032,14443,8
2008-08-23,26115,13319,12796,8
2008-08-24,31183,15903,15280,8
2008-08-25,34744,17719,17025,8
2008-08-26,31163,15893,15270,8
2008-08-27,33488,17079,16409,8
2008-07-31,29350,14969,14381,8
2008-08-01,33325,16996,16329,8
2008-08-02,28667,14620,14047,8
2008-08-03,32862,16760,16102,8
2008-08-04,30003,15302,14701,8
2008-08-05,30663,15638,15025,8
2008-08-06,30094,15348,14746,8
2008-08-07,32812,16734,16078,8
2008-08-08,33274,16970,16304,8
2008-08-09,31303,15965,15338,8
2008-08-10,30175,15389,14786,8
2008-08-11,26236,13380,12856,8
2008-08-12,33182,16923,16259,8
2008-08-13,31836,16236,15600,8
2008-08-14,26539,13535,13004,8
2008-08-15,28576,14574,14002,8
