year,month,airport_code,airport_name,passengers
2004,7,NDR,Nador Ibn Batouta,15953
2004,8,NDR,Nador Ibn Batouta,16909
2004,9,NDR,Nador Ibn Batouta,13407
2004,10,NDR,Nador Ibn Batouta,12904
2004,11,NDR,Nador Ibn Batouta,9618
2004,12,NDR,Nador Ibn Batouta,10069
2004,1,ERH,Errachidia Moulay Ali Cherif,3191
2004,2,ERH,Errachidia Moulay Ali Cherif,2779
2004,3,ERH,Errachidia Moulay Ali Cherif,3927
2004,4,ERH,Errachidia Moulay Ali Cherif,4489
2004,5,ERH,Errachidia Moulay Ali Cherif,4783
2004,6,ERH,Errachidia Moulay Ali Cherif,3934
2004,7,ERH,Errachidia Moulay Ali Cherif,6832
2004,8,ERH,Errachidia Moulay Ali Cherif,7808
2004,9,ERH,Errachidia Moulay Ali Cherif,5426
2004,10,ERH,Errachidia Moulay Ali Cherif,4707
2004,11,ERH,Errachidia Moulay Ali Cherif,3824
2004,12,ERH,Errachidia Moulay Ali Cherif,3683
2004,1,VIL,Dakhla,2994
2004,2,VIL,Dakhla,2478
2004,3,VIL,Dakhla,3469
2004,4,VIL,Dakhla,3767
2004,5,VIL,Dakhla,4212
2004,6,VIL,Dakhla,3612
2004,7,VIL,Dakhla,6441
2004,8,VIL,Dakhla,7709
2004,9,VIL,Dakhla,5098
2004,10,VIL,Dakhla,4804
2004,11,VIL,Dakhla,3431
2004,12,VIL,Dakhla,3613
2004,1,EUN,Laayoune Hassan I,2748
2004,2,EUN,Laayoune Hassan I,2314
2004,3,EUN,Laayoune Hassan I,3207
2004,4,EUN,Laayoune Hassan I,3771
2004,5,EUN,Laayoune Hassan I,3910
2004,6,EUN,Laayoune Hassan I,3108
2004,7,EUN,Laayoune Hassan I,5807
2004,8,EUN,Laayoune Hassan I,6851
2004,9,EUN,Laayoune Hassan I,4689
2004,10,EUN,Laayoune Hassan I,4002
2004,11,EUN,Laayoune Hassan I,2828
2004,12,EUN,Laayoune Hassan I,2842
2004,1,TTU,Tetouan Sania Ramel,2128
2004,2,TTU,Tetouan Sania Ramel,1809
2004,3,TTU,Tetouan Sania Ramel,2301
2004,4,TTU,Tetouan Sania Ramel,2820
2004,5,TTU,Tetouan Sania Ramel,2696
2004,6,TTU,Tetouan Sania Ramel,2466
2004,7,TTU,Tetouan Sania Ramel,4218
2004,8,TTU,Tetouan Sania Ramel,4439
2004,9,TTU,Tetouan Sania Ramel,3812
2004,10,TTU,Tetouan Sania Ramel,3361
2004,11,TTU,Tetouan Sania Ramel,2433
2004,12,TTU,Tetouan Sania Ramel,2291
2004,1,ESU,Essaouira Mogador,1884
2004,2,ESU,Essaouira Mogador,1462
2004,3,ESU,Essaouira Mogador,1937
2004,4,ESU,Essaouira Mogador,2202
2004,5,ESU,Essaouira Mogador,2477
2004,6,ESU,Essaouira Mogador,1978
2004,7,ESU,Essaouira Mogador,3668
2004,8,ESU,Essaouira Mogador,3694
2004,9,ESU,Essaouira Mogador,3140
2004,10,ESU,Essaouira Mogador,2704
2004,11,ESU,Essaouira Mogador,1949
2004,12,ESU,Essaouira Mogador,2169
2004,1,OZZ,Ouarzazate,1180
2004,2,OZZ,Ouarzazate,1165
2004,3,OZZ,Ouarzazate,1434
2004,4,OZZ,Ouarzazate,1584
2004,5,OZZ,Ouarzazate,1774
2004,6,OZZ,Ouarzazate,1518
2004,7,OZZ,Ouarzazate,2373
2004,8,OZZ,Ouarzazate,3118
2004,9,OZZ,Ouarzazate,2265
2004,10,OZZ,Ouarzazate,1953
2004,11,OZZ,Ouarzazate,1415
2004,12,OZZ,Ouarzazate,1617
2004,1,MEK,Meknes,861
2004,2,MEK,Meknes,783
2004,3,MEK,Meknes,1024
2004,4,MEK,Meknes,1208
2004,5,MEK,Meknes,1155
2004,6,MEK,Meknes,971
2004,7,MEK,Meknes,1826
2004,8,MEK,Meknes,1875
2004,9,MEK,Meknes,1540
2004,10,MEK,Meknes,1406
2004,11,MEK,Meknes,940
2004,12,MEK,Meknes,1088
2005,1,RAK,Marrakech Menara,104365
2005,2,RAK,Marrakech Menara,93795
2005,3,RAK,Marrakech Menara,118249
2005,4,RAK,Marrakech Menara,146251
2005,5,RAK,Marrakech Menara,130153
2005,6,RAK,Marrakech Menara,115996
2005,7,RAK,Marrakech Menara,200894
2005,8,RAK,Marrakech Menara,269153
2005,9,RAK,Marrakech Menara,188096
2005,10,RAK,Marrakech Menara,176907
2005,11,RAK,Marrakech Menara,133991
2005,12,RAK,Marrakech Menara,123264
2005,1,CMN,Casablanca Mohammed V,155395
2005,2,CMN,Casablanca Mohammed V,118912
2005,3,CMN,Casablanca Mohammed V,161916
2005,4,CMN,Casablanca Mohammed V,173158
2005,5,CMN,Casablanca Mohammed V,199512
2005,6,CMN,Casablanca Mohammed V,172385
2005,7,CMN,Casablanca Mohammed V,294435
2005,8,CMN,Casablanca Mohammed V,349467
2005,9,CMN,Casablanca Mohammed V,231760
2005,10,CMN,Casablanca Mohammed V,229068
2005,11,CMN,Casablanca Mohammed V,176809
2005,12,CMN,Casablanca Mohammed V,154484
2005,1,TNG,Tanger Ibn Battouta,58366
2005,2,TNG,Tanger Ibn Battouta,50448
2005,3,TNG,Tanger Ibn Battouta,65266
2005,4,TNG,Tanger Ibn Battouta,73589
2005,5,TNG,Tanger Ibn Battouta,78753
2005,6,TNG,Tanger Ibn Battouta,72600
2005,7,TNG,Tanger Ibn Battouta,107225
2005,8,TNG,Tanger Ibn Battouta,131780
2005,9,TNG,Tanger Ibn Battouta,91767
2005,10,TNG,Tanger Ibn Battouta,86697
2005,11,TNG,Tanger Ibn Battouta,65928
2005,12,TNG,Tanger Ibn Battouta,67316
2005,1,AGA,Agadir Al Massira,44823
2005,2,AGA,Agadir Al Massira,36585
2005,3,AGA,Agadir Al Massira,44323
2005,4,AGA,Agadir Al Massira,56027
2005,5,AGA,Agadir Al Massira,51445
2005,6,AGA,Agadir Al Massira,50968
2005,7,AGA,Agadir Al Massira,86010
2005,8,AGA,Agadir Al Massira,93992
2005,9,AGA,Agadir Al Massira,72806
2005,10,AGA,Agadir Al Massira,56214
2005,11,AGA,Agadir Al Massira,50338
2005,12,AGA,Agadir Al Massira,49280
2005,1,FEZ,Fès Saïss,25057
2005,2,FEZ,Fès Saïss,19146
2005,3,FEZ,Fès Saïss,25202
2005,4,FEZ,Fès Saïss,31557
2005,5,FEZ,Fès Saïss,32855
2005,6,FEZ,Fès Saïss,24097
2005,7,FEZ,Fès Saïss,47141
2005,8,FEZ,Fès Saïss,49001
2005,9,FEZ,Fès Saïss,40733
2005,10,FEZ,Fès Saïss,34379
2005,11,FEZ,Fès Saïss,25242
2005,12,FEZ,Fès Saïss,27159
2005,1,RBA,Rabat-Salé,16730
2005,2,RBA,Rabat-Salé,13349
2005,3,RBA,Rabat-Salé,18966
2005,4,RBA,Rabat-Salé,20804
2005,5,RBA,Rabat-Salé,23611
2005,6,RBA,Rabat-Salé,18116
2005,7,RBA,Rabat-Salé,30651
2005,8,RBA,Rabat-Salé,37584
2005,9,RBA,Rabat-Salé,25714
2005,10,RBA,Rabat-Salé,22133
2005,11,RBA,Rabat-Salé,20788
2005,12,RBA,Rabat-Salé,19521
2005,1,OUD,Oujda Angads,10056
2005,2,OUD,Oujda Angads,8457
2005,3,OUD,Oujda Angads,10140
2005,4,OUD,Oujda Angads,12084
2005,5,OUD,Oujda Angads,12929
2005,6,OUD,Oujda Angads,11526
2005,7,OUD,Oujda Angads,19380
2005,8,OUD,Oujda Angads,21034
2005,9,OUD,Oujda Angads,16962
2005,10,OUD,Oujda Angads,14561
2005,11,OUD,Oujda Angads,12049
2005,12,OUD,Oujda Angads,10585
2005,1,NDR,Nador Ibn Batouta,9448
2005,2,NDR,Nador Ibn Batouta,7343
2005,3,NDR,Nador Ibn Batouta,10470
2005,4,NDR,Nador Ibn Batouta,13255
2005,5,NDR,Nador Ibn Batouta,11424
2005,6,NDR,Nador Ibn Batouta,10617
2005,7,NDR,Nador Ibn Batouta,19511
2005,8,NDR,Nador Ibn Batouta,21403
2005,9,NDR,Nador Ibn Batouta,15610
2005,10,NDR,Nador Ibn Batouta,13267
2005,11,NDR,Nador Ibn Batouta,10433
2005,12,NDR,Nador Ibn Batouta,11984
2005,1,ERH,Errachidia Moulay Ali Cherif,4318
2005,2,ERH,Errachidia Moulay Ali Cherif,3482
2005,3,ERH,Errachidia Moulay Ali Cherif,4328
2005,4,ERH,Errachidia Moulay Ali Cherif,5047
2005,5,ERH,Errachidia Moulay Ali Cherif,4817
2005,6,ERH,Errachidia Moulay Ali Cherif,4886
2005,7,ERH,Errachidia Moulay Ali Cherif,7907
2005,8,ERH,Errachidia Moulay Ali Cherif,10135
2005,9,ERH,Errachidia Moulay Ali Cherif,7056
2005,10,ERH,Errachidia Moulay Ali Cherif,5617
2005,11,ERH,Errachidia Moulay Ali Cherif,4785
2005,12,ERH,Errachidia Moulay Ali Cherif,4798
2005,1,VIL,Dakhla,3730
2005,2,VIL,Dakhla,2606
2005,3,VIL,Dakhla,4195
2005,4,VIL,Dakhla,4610
2005,5,VIL,Dakhla,4387
2005,6,VIL,Dakhla,4326
2005,7,VIL,Dakhla,7457
2005,8,VIL,Dakhla,8278
2005,9,VIL,Dakhla,5511
2005,10,VIL,Dakhla,5188
2005,11,VIL,Dakhla,4005
2005,12,VIL,Dakhla,4331
2005,1,EUN,Laayoune Hassan I,2996
2005,2,EUN,Laayoune Hassan I,2447
2005,3,EUN,Laayoune Hassan I,3705
2005,4,EUN,Laayoune Hassan I,4331
2005,5,EUN,Laayoune Hassan I,4576
2005,6,EUN,Laayoune Hassan I,3976
2005,7,EUN,Laayoune Hassan I,5955
2005,8,EUN,Laayoune Hassan I,6920
2005,9,EUN,Laayoune Hassan I,5374
2005,10,EUN,Laayoune Hassan I,4752
2005,11,EUN,Laayoune Hassan I,3738
2005,12,EUN,Laayoune Hassan I,3460
2005,1,TTU,Tetouan Sania Ramel,2215
2005,2,TTU,Tetouan Sania Ramel,1710
2005,3,TTU,Tetouan Sania Ramel,2865
2005,4,TTU,Tetouan Sania Ramel,3330
2005,5,TTU,Tetouan Sania Ramel,3297
2005,6,TTU,Tetouan Sania Ramel,2570
2005,7,TTU,Tetouan Sania Ramel,4435
2005,8,TTU,Tetouan Sania Ramel,5522
2005,9,TTU,Tetouan Sania Ramel,3938
2005,10,TTU,Tetouan Sania Ramel,3711
2005,11,TTU,Tetouan Sania Ramel,2551
2005,12,TTU,Tetouan Sania Ramel,2827
2005,1,ESU,Essaouira Mogador,2232
2005,2,ESU,Essaouira Mogador,1678
2005,3,ESU,Essaouira Mogador,2366
2005,4,ESU,Essaouira Mogador,2610
2005,5,ESU,Essaouira Mogador,2642
2005,6,ESU,Essaouira Mogador,2687
2005,7,ESU,Essaouira Mogador,4139
2005,8,ESU,Essaouira Mogador,4825
2005,9,ESU,Essaouira Mogador,3439
2005,10,ESU,Essaouira Mogador,2860
2005,11,ESU,Essaouira Mogador,2551
2005,12,ESU,Essaouira Mogador,2269
2005,1,OZZ,Ouarzazate,1663
2005,2,OZZ,Ouarzazate,1377
2005,3,OZZ,Ouarzazate,1823
2005,4,OZZ,Ouarzazate,2091
2005,5,OZZ,Ouarzazate,1963
2005,6,OZZ,Ouarzazate,1764
2005,7,OZZ,Ouarzazate,3223
2005,8,OZZ,Ouarzazate,3737
2005,9,OZZ,Ouarzazate,2854
2005,10,OZZ,Ouarzazate,2203
2005,11,OZZ,Ouarzazate,1965
2005,12,OZZ,Ouarzazate,1970
2005,1,MEK,Meknes,1186
2005,2,MEK,Meknes,927
2005,3,MEK,Meknes,1195
2005,4,MEK,Meknes,1554
2005,5,MEK,Meknes,1591
2005,6,MEK,Meknes,1344
2005,7,MEK,Meknes,2128
2005,8,MEK,Meknes,2437
2005,9,MEK,Meknes,1870
2005,10,MEK,Meknes,1813
2005,11,MEK,Meknes,1220
2005,12,MEK,Meknes,1239
2006,1,RAK,Marrakech Menara,107078
2006,2,RAK,Marrakech Menara,91760
2006,3,RAK,Marrakech Menara,132728
2006,4,RAK,Marrakech Menara,142935
2006,5,RAK,Marrakech Menara,140678
2006,6,RAK,Marrakech Menara,126936
2006,7,RAK,Marrakech Menara,251786
2006,8,RAK,Marrakech Menara,267866
2006,9,RAK,Marrakech Menara,207441
2006,10,RAK,Marrakech Menara,184871
2006,11,RAK,Marrakech Menara,131025
2006,12,RAK,Marrakech Menara,138607
2006,1,CMN,Casablanca Mohammed V,135737
2006,2,CMN,Casablanca Mohammed V,125217
2006,3,CMN,Casablanca Mohammed V,174611
2006,4,CMN,Casablanca Mohammed V,184107
2006,5,CMN,Casablanca Mohammed V,179621
2006,6,CMN,Casablanca Mohammed V,155680
2006,7,CMN,Casablanca Mohammed V,279849
2006,8,CMN,Casablanca Mohammed V,320067
2006,9,CMN,Casablanca Mohammed V,222802
2006,10,CMN,Casablanca Mohammed V,231987
2006,11,CMN,Casablanca Mohammed V,153341
2006,12,CMN,Casablanca Mohammed V,173321
2006,1,TNG,Tanger Ibn Battouta,69116
2006,2,TNG,Tanger Ibn Battouta,59726
2006,3,TNG,Tanger Ibn Battouta,76637
2006,4,TNG,Tanger Ibn Battouta,95868
2006,5,TNG,Tanger Ibn Battouta,84247
2006,6,TNG,Tanger Ibn Battouta,71172
2006,7,TNG,Tanger Ibn Battouta,125171
2006,8,TNG,Tanger Ibn Battouta,163576
2006,9,TNG,Tanger Ibn Battouta,113121
2006,10,TNG,Tanger Ibn Battouta,92345
2006,11,TNG,Tanger Ibn Battouta,84594
2006,12,TNG,Tanger Ibn Battouta,75271
2006,1,AGA,Agadir Al Massira,39838
2006,2,AGA,Agadir Al Massira,33211
2006,3,AGA,Agadir Al Massira,55732
2006,4,AGA,Agadir Al Massira,54244
2006,5,AGA,Agadir Al Massira,63192
2006,6,AGA,Agadir Al Massira,46646
2006,7,AGA,Agadir Al Massira,94297
2006,8,AGA,Agadir Al Massira,93813
2006,9,AGA,Agadir Al Massira,75834
2006,10,AGA,Agadir Al Massira,70764
2006,11,AGA,Agadir Al Massira,53531
2006,12,AGA,Agadir Al Massira,56249
2006,1,FEZ,Fès Saïss,29193
2006,2,FEZ,Fès Saïss,21177
2006,3,FEZ,Fès Saïss,29618
2006,4,FEZ,Fès Saïss,34778
2006,5,FEZ,Fès Saïss,34635
2006,6,FEZ,Fès Saïss,34020
2006,7,FEZ,Fès Saïss,50847
2006,8,FEZ,Fès Saïss,66088
2006,9,FEZ,Fès Saïss,42685
2006,10,FEZ,Fès Saïss,37374
2006,11,FEZ,Fès Saïss,30858
2006,12,FEZ,Fès Saïss,28213
2006,1,RBA,Rabat-Salé,14852
2006,2,RBA,Rabat-Salé,13375
2006,3,RBA,Rabat-Salé,18274
2006,4,RBA,Rabat-Salé,23950
2006,5,RBA,Rabat-Salé,21919
2006,6,RBA,Rabat-Salé,20171
2006,7,RBA,Rabat-Salé,33892
2006,8,RBA,Rabat-Salé,36015
2006,9,RBA,Rabat-Salé,30115
2006,10,RBA,Rabat-Salé,24866
2006,11,RBA,Rabat-Salé,19034
2006,12,RBA,Rabat-Salé,20712
2006,1,OUD,Oujda Angads,12137
2006,2,OUD,Oujda Angads,9548
2006,3,OUD,Oujda Angads,14399
2006,4,OUD,Oujda Angads,15292
2006,5,OUD,Oujda Angads,15493
2006,6,OUD,Oujda Angads,12699
2006,7,OUD,Oujda Angads,23886
2006,8,OUD,Oujda Angads,24174
2006,9,OUD,Oujda Angads,19770
2006,10,OUD,Oujda Angads,16996
2006,11,OUD,Oujda Angads,12329
2006,12,OUD,Oujda Angads,13925
2006,1,NDR,Nador Ibn Batouta,10078
2006,2,NDR,Nador Ibn Batouta,8562
2006,3,NDR,Nador Ibn Batouta,13331
2006,4,NDR,Nador Ibn Batouta,14336
2006,5,NDR,Nador Ibn Batouta,15216
2006,6,NDR,Nador Ibn Batouta,12920
2006,7,NDR,Nador Ibn Batouta,22652
2006,8,NDR,Nador Ibn Batouta,24478
2006,9,NDR,Nador Ibn Batouta,17266
2006,10,NDR,Nador Ibn Batouta,15207
2006,11,NDR,Nador Ibn Batouta,11510
2006,12,NDR,Nador Ibn Batouta,11209
2006,1,ERH,Errachidia Moulay Ali Cherif,5314
2006,2,ERH,Errachidia Moulay Ali Cherif,4158
2006,3,ERH,Errachidia Moulay Ali Cherif,6397
2006,4,ERH,Errachidia Moulay Ali Cherif,6409
2006,5,ERH,Errachidia Moulay Ali Cherif,6042
2006,6,ERH,Errachidia Moulay Ali Cherif,5760
2006,7,ERH,Errachidia Moulay Ali Cherif,9403
2006,8,ERH,Errachidia Moulay Ali Cherif,11405
2006,9,ERH,Errachidia Moulay Ali Cherif,8831
2006,10,ERH,Errachidia Moulay Ali Cherif,7702
2006,11,ERH,Errachidia Moulay Ali Cherif,6079
2006,12,ERH,Errachidia Moulay Ali Cherif,6174
2006,1,VIL,Dakhla,4663
2006,2,VIL,Dakhla,3649
2006,3,VIL,Dakhla,5548
2006,4,VIL,Dakhla,6333
2006,5,VIL,Dakhla,6154
2006,6,VIL,Dakhla,4769
2006,7,VIL,Dakhla,8750
2006,8,VIL,Dakhla,9529
2006,9,VIL,Dakhla,6829
2006,10,VIL,Dakhla,6964
2006,11,VIL,Dakhla,4766
2006,12,VIL,Dakhla,5561
2006,1,EUN,Laayoune Hassan I,3920
2006,2,EUN,Laayoune Hassan I,3440
2006,3,EUN,Laayoune Hassan I,4150
2006,4,EUN,Laayoune Hassan I,5127
2006,5,EUN,Laayoune Hassan I,5111
2006,6,EUN,Laayoune Hassan I,4129
2006,7,EUN,Laayoune Hassan I,7575
2006,8,EUN,Laayoune Hassan I,9511
2006,9,EUN,Laayoune Hassan I,5922
2006,10,EUN,Laayoune Hassan I,5712
2006,11,EUN,Laayoune Hassan I,4539
2006,12,EUN,Laayoune Hassan I,4285
2006,1,TTU,Tetouan Sania Ramel,2530
2006,2,TTU,Tetouan Sania Ramel,1934
2006,3,TTU,Tetouan Sania Ramel,3144
2006,4,TTU,Tetouan Sania Ramel,3083
2006,5,TTU,Tetouan Sania Ramel,2992
2006,6,TTU,Tetouan Sania Ramel,2748
2006,7,TTU,Tetouan Sania Ramel,4780
2006,8,TTU,Tetouan Sania Ramel,6206
2006,9,TTU,Tetouan Sania Ramel,4306
2006,10,TTU,Tetouan Sania Ramel,3741
2006,11,TTU,Tetouan Sania Ramel,2852
2006,12,TTU,Tetouan Sania Ramel,3006
2006,1,ESU,Essaouira Mogador,1924
2006,2,ESU,Essaouira Mogador,1568
2006,3,ESU,Essaouira Mogador,2383
2006,4,ESU,Essaouira Mogador,2924
2006,5,ESU,Essaouira Mogador,2815
2006,6,ESU,Essaouira Mogador,2476
2006,7,ESU,Essaouira Mogador,3734
2006,8,ESU,Essaouira Mogador,4491
2006,9,ESU,Essaouira Mogador,3216
2006,10,ESU,Essaouira Mogador,3082
2006,11,ESU,Essaouira Mogador,2224
2006,12,ESU,Essaouira Mogador,2385
2006,1,OZZ,Ouarzazate,1800
2006,2,OZZ,Ouarzazate,1505
2006,3,OZZ,Ouarzazate,1898
2006,4,OZZ,Ouarzazate,2244
2006,5,OZZ,Ouarzazate,2084
2006,6,OZZ,Ouarzazate,2181
2006,7,OZZ,Ouarzazate,3529
2006,8,OZZ,Ouarzazate,4159
2006,9,OZZ,Ouarzazate,2571
2006,10,OZZ,Ouarzazate,2516
2006,11,OZZ,Ouarzazate,2126
2006,12,OZZ,Ouarzazate,1896
2006,1,MEK,Meknes,1173
2006,2,MEK,Meknes,981
2006,3,MEK,Meknes,1319
2006,4,MEK,Meknes,1614
2006,5,MEK,Meknes,1350
2006,6,MEK,Meknes,1265
2006,7,MEK,Meknes,2414
2006,8,MEK,Meknes,2420
2006,9,MEK,Meknes,1902
2006,10,MEK,Meknes,1629
2006,11,MEK,Meknes,1296
2006,12,MEK,Meknes,1411
2007,1,RAK,Marrakech Menara,131491
2007,2,RAK,Marrakech Menara,109645
2007,3,RAK,Marrakech Menara,145166
2007,4,RAK,Marrakech Menara,180899
2007,5,RAK,Marrakech Menara,186818
2007,6,RAK,Marrakech Menara,136569
2007,7,RAK,Marrakech Menara,276610
2007,8,RAK,Marrakech Menara,320710
2007,9,RAK,Marrakech Menara,219148
2007,10,RAK,Marrakech Menara,200449
2007,11,RAK,Marrakech Menara,144437
2007,12,RAK,Marrakech Menara,159577
2007,1,CMN,Casablanca Mohammed V,170202
2007,2,CMN,Casablanca Mohammed V,138806
2007,3,CMN,Casablanca Mohammed V,177535
2007,4,CMN,Casablanca Mohammed V,210625
2007,5,CMN,Casablanca Mohammed V,208389
2007,6,CMN,Casablanca Mohammed V,205632
2007,7,CMN,Casablanca Mohammed V,347238
2007,8,CMN,Casablanca Mohammed V,359045
2007,9,CMN,Casablanca Mohammed V,285506
2007,10,CMN,Casablanca Mohammed V,240033
2007,11,CMN,Casablanca Mohammed V,192222
2007,12,CMN,Casablanca Mohammed V,189665
2007,1,TNG,Tanger Ibn Battouta,86655
2007,2,TNG,Tanger Ibn Battouta,74214
2007,3,TNG,Tanger Ibn Battouta,90799
2007,4,TNG,Tanger Ibn Battouta,119395
2007,5,TNG,Tanger Ibn Battouta,104886
2007,6,TNG,Tanger Ibn Battouta,86635
2007,7,TNG,Tanger Ibn Battouta,176455
2007,8,TNG,Tanger Ibn Battouta,190373
2007,9,TNG,Tanger Ibn Battouta,148074
2007,10,TNG,Tanger Ibn Battouta,117663
2007,11,TNG,Tanger Ibn Battouta,89465
2007,12,TNG,Tanger Ibn Battouta,104209
2007,1,AGA,Agadir Al Massira,50089
2007,2,AGA,Agadir Al Massira,47321
2007,3,AGA,Agadir Al Massira,61496
2007,4,AGA,Agadir Al Massira,78061
2007,5,AGA,Agadir Al Massira,74935
2007,6,AGA,Agadir Al Massira,69041
2007,7,AGA,Agadir Al Massira,102282
2007,8,AGA,Agadir Al Massira,141452
2007,9,AGA,Agadir Al Massira,85697
2007,10,AGA,Agadir Al Massira,76242
2007,11,AGA,Agadir Al Massira,67303
2007,12,AGA,Agadir Al Massira,66010
2007,1,FEZ,Fès Saïss,25585
2007,2,FEZ,Fès Saïss,21562
2007,3,FEZ,Fès Saïss,30790
2007,4,FEZ,Fès Saïss,38063
2007,5,FEZ,Fès Saïss,33468
2007,6,FEZ,Fès Saïss,28916
2007,7,FEZ,Fès Saïss,58038
2007,8,FEZ,Fès Saïss,59495
2007,9,FEZ,Fès Saïss,49208
2007,10,FEZ,Fès Saïss,37919
2007,11,FEZ,Fès Saïss,30699
2007,12,FEZ,Fès Saïss,31519
2007,1,RBA,Rabat-Salé,18688
2007,2,RBA,Rabat-Salé,16559
2007,3,RBA,Rabat-Salé,22115
2007,4,RBA,Rabat-Salé,23386
2007,5,RBA,Rabat-Salé,26606
2007,6,RBA,Rabat-Salé,22585
2007,7,RBA,Rabat-Salé,39983
2007,8,RBA,Rabat-Salé,40021
2007,9,RBA,Rabat-Salé,34027
2007,10,RBA,Rabat-Salé,27532
2007,11,RBA,Rabat-Salé,22839
2007,12,RBA,Rabat-Salé,23441
2007,1,OUD,Oujda Angads,12291
2007,2,OUD,Oujda Angads,8797
2007,3,OUD,Oujda Angads,12861
2007,4,OUD,Oujda Angads,17030
2007,5,OUD,Oujda Angads,14495
2007,6,OUD,Oujda Angads,12869
2007,7,OUD,Oujda Angads,22829
2007,8,OUD,Oujda Angads,27365
2007,9,OUD,Oujda Angads,17645
2007,10,OUD,Oujda Angads,19013
2007,11,OUD,Oujda Angads,13799
2007,12,OUD,Oujda Angads,13845
2007,1,NDR,Nador Ibn Batouta,10751
2007,2,NDR,Nador Ibn Batouta,9311
2007,3,NDR,Nador Ibn Batouta,11643
2007,4,NDR,Nador Ibn Batouta,14833
2007,5,NDR,Nador Ibn Batouta,12577
2007,6,NDR,Nador Ibn Batouta,11073
2007,7,NDR,Nador Ibn Batouta,20445
2007,8,NDR,Nador Ibn Batouta,25807
2007,9,NDR,Nador Ibn Batouta,15630
2007,10,NDR,Nador Ibn Batouta,15223
2007,11,NDR,Nador Ibn Batouta,11242
2007,12,NDR,Nador Ibn Batouta,11405
2007,1,ERH,Errachidia Moulay Ali Cherif,5009
2007,2,ERH,Errachidia Moulay Ali Cherif,3754
2007,3,ERH,Errachidia Moulay Ali Cherif,6008
2007,4,ERH,Errachidia Moulay Ali Cherif,5924
2007,5,ERH,Errachidia Moulay Ali Cherif,5949
2007,6,ERH,Errachidia Moulay Ali Cherif,5348
2007,7,ERH,Errachidia Moulay Ali Cherif,9144
2007,8,ERH,Errachidia Moulay Ali Cherif,12046
2007,9,ERH,Errachidia Moulay Ali Cherif,8028
2007,10,ERH,Errachidia Moulay Ali Cherif,6879
2007,11,ERH,Errachidia Moulay Ali Cherif,5771
2007,12,ERH,Errachidia Moulay Ali Cherif,5903
2007,1,VIL,Dakhla,4572
2007,2,VIL,Dakhla,3357
2007,3,VIL,Dakhla,5013
2007,4,VIL,Dakhla,5777
2007,5,VIL,Dakhla,5330
2007,6,VIL,Dakhla,4671
2007,7,VIL,Dakhla,8983
2007,8,VIL,Dakhla,10133
2007,9,VIL,Dakhla,6384
2007,10,VIL,Dakhla,6587
2007,11,VIL,Dakhla,4726
2007,12,VIL,Dakhla,5199
2007,1,EUN,Laayoune Hassan I,4263
2007,2,EUN,Laayoune Hassan I,3189
2007,3,EUN,Laayoune Hassan I,5248
2007,4,EUN,Laayoune Hassan I,5606
2007,5,EUN,Laayoune Hassan I,6011
2007,6,EUN,Laayoune Hassan I,4679
2007,7,EUN,Laayoune Hassan I,8927
2007,8,EUN,Laayoune Hassan I,8784
2007,9,EUN,Laayoune Hassan I,6538
2007,10,EUN,Laayoune Hassan I,6522
2007,11,EUN,Laayoune Hassan I,4879
2007,12,EUN,Laayoune Hassan I,4645
2007,1,TTU,Tetouan Sania Ramel,3146
2007,2,TTU,Tetouan Sania Ramel,2584
2007,3,TTU,Tetouan Sania Ramel,3052
2007,4,TTU,Tetouan Sania Ramel,4162
2007,5,TTU,Tetouan Sania Ramel,3774
2007,6,TTU,Tetouan Sania Ramel,3671
2007,7,TTU,Tetouan Sania Ramel,5375
2007,8,TTU,Tetouan Sania Ramel,6733
2007,9,TTU,Tetouan Sania Ramel,4439
2007,10,TTU,Tetouan Sania Ramel,4209
2007,11,TTU,Tetouan Sania Ramel,3601
2007,12,TTU,Tetouan Sania Ramel,3134
2007,1,ESU,Essaouira Mogador,2503
2007,2,ESU,Essaouira Mogador,2081
2007,3,ESU,Essaouira Mogador,2479
2007,4,ESU,Essaouira Mogador,2980
2007,5,ESU,Essaouira Mogador,2850
2007,6,ESU,Essaouira Mogador,2655
2007,7,ESU,Essaouira Mogador,4162
2007,8,ESU,Essaouira Mogador,4964
2007,9,ESU,Essaouira Mogador,3700
2007,10,ESU,Essaouira Mogador,3405
2007,11,ESU,Essaouira Mogador,2631
2007,12,ESU,Essaouira Mogador,2681
2007,1,OZZ,Ouarzazate,1696
2007,2,OZZ,Ouarzazate,1449
2007,3,OZZ,Ouarzazate,1995
2007,4,OZZ,Ouarzazate,2360
2007,5,OZZ,Ouarzazate,2231
2007,6,OZZ,Ouarzazate,2351
2007,7,OZZ,Ouarzazate,3410
2007,8,OZZ,Ouarzazate,4521
2007,9,OZZ,Ouarzazate,3068
2007,10,OZZ,Ouarzazate,2598
2007,11,OZZ,Ouarzazate,2211
2007,12,OZZ,Ouarzazate,2288
2007,1,MEK,Meknes,1332
2007,2,MEK,Meknes,1153
2007,3,MEK,Meknes,1406
2007,4,MEK,Meknes,1671
2007,5,MEK,Meknes,1636
2007,6,MEK,Meknes,1619
2007,7,MEK,Meknes,2559
2007,8,MEK,Meknes,3189
2007,9,MEK,Meknes,2166
2007,10,MEK,Meknes,1977
2007,11,MEK,Meknes,1468
