code,indicator,unit,year,value
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2001,1660.245
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2002,1778.67
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2003,2062.344
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2004,2337.084
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2005,2462.107
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2006,2653.131
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2007,2895.595
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2008,3268.641
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2009,3235.209
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2010,3218.195
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2011,3469.099
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2012,3350.102
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2013,3605.837
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2014,3667.807
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2015,3644.078
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2016,3652.201
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3760.573
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,3994.159
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2019,4030.837
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2020,3666.991
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2021,4504.091
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2022,4243.395
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2023,4525.009
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2024,4763.179
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2025,5198.424
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2026,5107.464
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2027,5539.52
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2028,5789.135
NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2029,6493.088
NGDP_D,"Gross domestic product, deflator",Index,1980,0.122
NGDP_D,"Gross domestic product, deflator",Index,1981,0.122
NGDP_D,"Gross domestic product, deflator",Index,1982,0.127
NGDP_D,"Gross domestic product, deflator",Index,1983,0.131
NGDP_D,"Gross domestic product, deflator",Index,1984,0.14
NGDP_D,"Gross domestic product, deflator",Index,1985,0.146
NGDP_D,"Gross domestic product, deflator",Index,1986,0.153
NGDP_D,"Gross domestic product, deflator",Index,1987,0.161
NGDP_D,"Gross domestic product, deflator",Index,1988,0.169
NGDP_D,"Gross domestic product, deflator",Index,1989,0.178
NGDP_D,"Gross domestic product, deflator",Index,1990,0.19
NGDP_D,"Gross domestic product, deflator",Index,1991,0.2
NGDP_D,"Gross domestic product, deflator",Index,1992,0.209
NGDP_D,"Gross domestic product, deflator",Index,1993,0.218
NGDP_D,"Gross domestic product, deflator",Index,1994,0.227
NGDP_D,"Gross domestic product, deflator",Index,1995,0.237
NGDP_D,"Gross domestic product, deflator",Index,1996,0.24
NGDP_D,"Gross domestic product, deflator",Index,1997,0.237
NGDP_D,"Gross domestic product, deflator",Index,1998,0.236
NGDP_D,"Gross domestic product, deflator",Index,1999,0.237
NGDP_D,"Gross domestic product, deflator",Index,2000,0.245
NGDP_D,"Gross domestic product, deflator",Index,2001,0.249
NGDP_D,"Gross domestic product, deflator",Index,2002,0.254
NGDP_D,"Gross domestic product, deflator",Index,2003,0.255
NGDP_D,"Gross domestic product, deflator",Index,2004,0.262
NGDP_D,"Gross domestic product, deflator",Index,2005,0.267
NGDP_D,"Gross domestic product, deflator",Index,2006,0.27
NGDP_D,"Gross domestic product, deflator",Index,2007,0.281
NGDP_D,"Gross domestic product, deflator",Index,2008,0.296
NGDP_D,"Gross domestic product, deflator",Index,2009,0.299
NGDP_D,"Gross domestic product, deflator",Index,2010,0.303
NGDP_D,"Gross domestic product, deflator",Index,2011,0.312
NGDP_D,"Gross domestic product, deflator",Index,2012,0.316
NGDP_D,"Gross domestic product, deflator",Index,2013,0.322
NGDP_D,"Gross domestic product, deflator",Index,2014,0.326
NGDP_D,"Gross domestic product, deflator",Index,2015,0.326
NGDP_D,"Gross domestic product, deflator",Index,2016,0.33
NGDP_D,"Gross domestic product, deflator",Index,2017,0.339
NGDP_D,"Gross domestic product, deflator",Index,2018,0.349
NGDP_D,"Gross domestic product, deflator",Index,2019,0.356
NGDP_D,"Gross domestic product, deflator",Index,2020,0.349
NGDP_D,"Gross domestic product, deflator",Index,2021,0.348
NGDP_D,"Gross domestic product, deflator",Index,2022,0.37
NGDP_D,"Gross domestic product, deflator",Index,2023,0.377
NGDP_D,"Gross domestic product, deflator",Index,2024,0.392
NGDP_D,"Gross domestic product, deflator",Index,2025,0.41
NGDP_D,"Gross domestic product, deflator",Index,2026,0.431
NGDP_D,"Gross domestic product, deflator",Index,2027,0.451
NGDP_D,"Gross domestic product, deflator",Index,2028,0.472
NGDP_D,"Gross domestic product, deflator",Index,2029,0.494
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1980,3.815
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1981,-2.767
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1982,6.855
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1983,1.184
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1984,4.449
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1985,6.331
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1986,8.525
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1987,-2.493
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1988,10.359
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1989,1.757
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1990,3.959
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1991,6.943
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1992,-3.988
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1993,-0.989
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1994,10.665
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1995,-6.57
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1996,11.966
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1997,7.547
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1998,7.71
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,1999,0.431
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2000,1.586
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2001,6.256
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2002,3.059
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2003,5.452
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2004,4.158
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2005,2.838
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2006,5.382
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2007,3.506
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2008,5.647
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2009,4.234
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2010,3.579
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2011,5.198
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2012,3.003
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2013,4.577
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2014,2.658
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2015,4.627
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2016,0.354
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2017,4.843
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2018,3.078
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2019,2.872
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2020,-7.177
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2021,8.065
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2022,1.458
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2023,3.359
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2024,3.298
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2025,3.899
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2026,4.0
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2027,4.0
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2028,4.0
NGDP_RPCH,"Gross domestic product, constant prices",Percent change,2029,3.9
NID_NGDP,Total investment,Percent of GDP,1980,25.453
NID_NGDP,Total investment,Percent of GDP,1981,28.206
NID_NGDP,Total investment,Percent of GDP,1982,27.14
NID_NGDP,Total investment,Percent of GDP,1983,24.776
NID_NGDP,Total investment,Percent of GDP,1984,23.573
NID_NGDP,Total investment,Percent of GDP,1985,23.281
NID_NGDP,Total investment,Percent of GDP,1986,23.078
NID_NGDP,Total investment,Percent of GDP,1987,24.182
NID_NGDP,Total investment,Percent of GDP,1988,25.09
NID_NGDP,Total investment,Percent of GDP,1989,25.662
NID_NGDP,Total investment,Percent of GDP,1990,25.462
NID_NGDP,Total investment,Percent of GDP,1991,23.462
NID_NGDP,Total investment,Percent of GDP,1992,23.443
NID_NGDP,Total investment,Percent of GDP,1993,23.215
NID_NGDP,Total investment,Percent of GDP,1994,22.72
NID_NGDP,Total investment,Percent of GDP,1995,23.806
NID_NGDP,Total investment,Percent of GDP,1996,22.763
NID_NGDP,Total investment,Percent of GDP,1997,22.084
NID_NGDP,Total investment,Percent of GDP,1998,23.245
NID_NGDP,Total investment,Percent of GDP,1999,24.02
NID_NGDP,Total investment,Percent of GDP,2000,25.189
NID_NGDP,Total investment,Percent of GDP,2001,24.907
NID_NGDP,Total investment,Percent of GDP,2002,24.332
NID_NGDP,Total investment,Percent of GDP,2003,25.558
NID_NGDP,Total investment,Percent of GDP,2004,25.755
NID_NGDP,Total investment,Percent of GDP,2005,26.855
NID_NGDP,Total investment,Percent of GDP,2006,28.164
NID_NGDP,Total investment,Percent of GDP,2007,29.769
NID_NGDP,Total investment,Percent of GDP,2008,30.477
NID_NGDP,Total investment,Percent of GDP,2009,30.153
NID_NGDP,Total investment,Percent of GDP,2010,29.859
NID_NGDP,Total investment,Percent of GDP,2011,30.324
NID_NGDP,Total investment,Percent of GDP,2012,30.535
NID_NGDP,Total investment,Percent of GDP,2013,31.175
NID_NGDP,Total investment,Percent of GDP,2014,31.081
NID_NGDP,Total investment,Percent of GDP,2015,30.78
NID_NGDP,Total investment,Percent of GDP,2016,30.399
NID_NGDP,Total investment,Percent of GDP,2017,30.866
NID_NGDP,Total investment,Percent of GDP,2018,31.352
NID_NGDP,Total investment,Percent of GDP,2019,30.115
NID_NGDP,Total investment,Percent of GDP,2020,28.615
NID_NGDP,Total investment,Percent of GDP,2021,29.375
NID_NGDP,Total investment,Percent of GDP,2022,29.724
NID_NGDP,Total investment,Percent of GDP,2023,28.723
NID_NGDP,Total investment,Percent of GDP,2024,29.053
NID_NGDP,Total investment,Percent of GDP,2025,29.392
NID_NGDP,Total investment,Percent of GDP,2026,29.792
NID_NGDP,Total investment,Percent of GDP,2027,30.184
NID_NGDP,Total investment,Percent of GDP,2028,30.567
NID_NGDP,Total investment,Percent of GDP,2029,30.0
PCPIEPCH,"Consumer price index, period average",Percent change,1980,9.361
PCPIEPCH,"Consumer price index, period average",Percent change,1981,12.029
PCPIEPCH,"Consumer price index, period average",Percent change,1982,10.514
PCPIEPCH,"Consumer price index, period average",Percent change,1983,6.271
PCPIEPCH,"Consumer price index, period average",Percent change,1984,9.977
PCPIEPCH,"Consumer price index, period average",Percent change,1985,7.321
PCPIEPCH,"Consumer price index, period average",Percent change,1986,8.789
PCPIEPCH,"Consumer price index, period average",Percent change,1987,2.673
PCPIEPCH,"Consumer price index, period average",Percent change,1988,2.375
PCPIEPCH,"Consumer price index, period average",Percent change,1989,4.304
PCPIEPCH,"Consumer price index, period average",Percent change,1990,6.166
PCPIEPCH,"Consumer price index, period average",Percent change,1991,7.822
PCPIEPCH,"Consumer price index, period average",Percent change,1992,5.583
PCPIEPCH,"Consumer price index, period average",Percent change,1993,5.127
PCPIEPCH,"Consumer price index, period average",Percent change,1994,5.133
PCPIEPCH,"Consumer price index, period average",Percent change,1995,6.089
PCPIEPCH,"Consumer price index, period average",Percent change,1996,3.015
PCPIEPCH,"Consumer price index, period average",Percent change,1997,0.987
PCPIEPCH,"Consumer price index, period average",Percent change,1998,2.735
PCPIEPCH,"Consumer price index, period average",Percent change,1999,0.694
PCPIEPCH,"Consumer price index, period average",Percent change,2000,1.905
PCPIEPCH,"Consumer price index, period average",Percent change,2001,0.549
PCPIEPCH,"Consumer price index, period average",Percent change,2002,2.824
PCPIEPCH,"Consumer price index, period average",Percent change,2003,1.193
PCPIEPCH,"Consumer price index, period average",Percent change,2004,1.491
PCPIEPCH,"Consumer price index, period average",Percent change,2005,0.992
PCPIEPCH,"Consumer price index, period average",Percent change,2006,3.285
PCPIEPCH,"Consumer price index, period average",Percent change,2007,2.062
PCPIEPCH,"Consumer price index, period average",Percent change,2008,3.723
PCPIEPCH,"Consumer price index, period average",Percent change,2009,0.979
PCPIEPCH,"Consumer price index, period average",Percent change,2010,1.043
PCPIEPCH,"Consumer price index, period average",Percent change,2011,0.909
PCPIEPCH,"Consumer price index, period average",Percent change,2012,1.285
PCPIEPCH,"Consumer price index, period average",Percent change,2013,1.883
PCPIEPCH,"Consumer price index, period average",Percent change,2014,0.433
PCPIEPCH,"Consumer price index, period average",Percent change,2015,1.557
PCPIEPCH,"Consumer price index, period average",Percent change,2016,1.636
PCPIEPCH,"Consumer price index, period average",Percent change,2017,0.778
PCPIEPCH,"Consumer price index, period average",Percent change,2018,1.832
PCPIEPCH,"Consumer price index, period average",Percent change,2019,0.28
PCPIEPCH,"Consumer price index, period average",Percent change,2020,0.724
PCPIEPCH,"Consumer price index, period average",Percent change,2021,1.387
PCPIEPCH,"Consumer price index, period average",Percent change,2022,6.644
PCPIEPCH,"Consumer price index, period average",Percent change,2023,6.088
PCPIEPCH,"Consumer price index, period average",Percent change,2024,1.161
PCPIEPCH,"Consumer price index, period average",Percent change,2025,2.089
PCPIEPCH,"Consumer price index, period average",Percent change,2026,2.0
PCPIEPCH,"Consumer price index, period average",Percent change,2027,2.0
PCPIEPCH,"Consumer price index, period average",Percent change,2028,2.0
PCPIEPCH,"Consumer price index, period average",Percent change,2029,2.0
TM_RPCH,Volume of imports of goods and services,Percent change,1980,1.474
TM_RPCH,Volume of imports of goods and services,Percent change,1981,1.035
TM_RPCH,Volume of imports of goods and services,Percent change,1982,1.447
TM_RPCH,Volume of imports of goods and services,Percent change,1983,-1.178
TM_RPCH,Volume of imports of goods and services,Percent change,1984,6.299
TM_RPCH,Volume of imports of goods and services,Percent change,1985,6.588
TM_RPCH,Volume of imports of goods and services,Percent change,1986,0.989
TM_RPCH,Volume of imports of goods and services,Percent change,1987,11.031
TM_RPCH,Volume of imports of goods and services,Percent change,1988,14.98
TM_RPCH,Volume of imports of goods and services,Percent change,1989,8.152
TM_RPCH,Volume of imports of goods and services,Percent change,1990,6.704
TM_RPCH,Volume of imports of goods and services,Percent change,1991,4.249
TM_RPCH,Volume of imports of goods and services,Percent change,1992,-1.778
TM_RPCH,Volume of imports of goods and services,Percent change,1993,-5.776
TM_RPCH,Volume of imports of goods and services,Percent change,1994,14.472
TM_RPCH,Volume of imports of goods and services,Percent change,1995,3.927
TM_RPCH,Volume of imports of goods and services,Percent change,1996,2.177
TM_RPCH,Volume of imports of goods and services,Percent change,1997,3.736
TM_RPCH,Volume of imports of goods and services,Percent change,1998,9.367
TM_RPCH,Volume of imports of goods and services,Percent change,1999,0.592
TM_RPCH,Volume of imports of goods and services,Percent change,2000,0.046
TM_RPCH,Volume of imports of goods and services,Percent change,2001,7.089
TM_RPCH,Volume of imports of goods and services,Percent change,2002,4.964
TM_RPCH,Volume of imports of goods and services,Percent change,2003,5.761
TM_RPCH,Volume of imports of goods and services,Percent change,2004,8.633
TM_RPCH,Volume of imports of goods and services,Percent change,2005,5.947
TM_RPCH,Volume of imports of goods and services,Percent change,2006,7.914
TM_RPCH,Volume of imports of goods and services,Percent change,2007,10.701
TM_RPCH,Volume of imports of goods and services,Percent change,2008,10.851
TM_RPCH,Volume of imports of goods and services,Percent change,2009,-4.501
TM_RPCH,Volume of imports of goods and services,Percent change,2010,1.377
TM_RPCH,Volume of imports of goods and services,Percent change,2011,9.261
TM_RPCH,Volume of imports of goods and services,Percent change,2012,-0.63
TM_RPCH,Volume of imports of goods and services,Percent change,2013,5.236
TM_RPCH,Volume of imports of goods and services,Percent change,2014,3.328
TM_RPCH,Volume of imports of goods and services,Percent change,2015,3.993
TM_RPCH,Volume of imports of goods and services,Percent change,2016,6.52
TM_RPCH,Volume of imports of goods and services,Percent change,2017,7.689
TM_RPCH,Volume of imports of goods and services,Percent change,2018,5.756
TM_RPCH,Volume of imports of goods and services,Percent change,2019,2.679
TM_RPCH,Volume of imports of goods and services,Percent change,2020,-14.488
TM_RPCH,Volume of imports of goods and services,Percent change,2021,19.516
TM_RPCH,Volume of imports of goods and services,Percent change,2022,10.439
TM_RPCH,Volume of imports of goods and services,Percent change,2023,1.921
TM_RPCH,Volume of imports of goods and services,Percent change,2024,4.607
TM_RPCH,Volume of imports of goods and services,Percent change,2025,3.523
TM_RPCH,Volume of imports of goods and services,Percent change,2026,3.5
TM_RPCH,Volume of imports of goods and services,Percent change,2027,3.5
TM_RPCH,Volume of imports of goods and services,Percent change,2028,3.5
TM_RPCH,Volume of imports of goods and services,Percent change,2029,3.5
TX_RPCH,Volume of exports of goods and services,Percent change,1980,-1.819
TX_RPCH,Volume of exports of goods and services,Percent change,1981,-8.441
TX_RPCH,Volume of exports of goods and services,Percent change,1982,3.155
TX_RPCH,Volume of exports of goods and services,Percent change,1983,5.64
TX_RPCH,Volume of exports of goods and services,Percent change,1984,10.393
TX_RPCH,Volume of exports of goods and services,Percent change,1985,7.435
TX_RPCH,Volume of exports of goods and services,Percent change,1986,6.163
TX_RPCH,Volume of exports of goods and services,Percent change,1987,10.642
TX_RPCH,Volume of exports of goods and services,Percent change,1988,13.395
TX_RPCH,Volume of exports of goods and services,Percent change,1989,14.587
TX_RPCH,Volume of exports of goods and services,Percent change,1990,9.898
TX_RPCH,Volume of exports of goods and services,Percent change,1991,5.544
TX_RPCH,Volume of exports of goods and services,Percent change,1992,0.829
TX_RPCH,Volume of exports of goods and services,Percent change,1993,0.877
TX_RPCH,Volume of exports of goods and services,Percent change,1994,14.959
TX_RPCH,Volume of exports of goods and services,Percent change,1995,4.299
TX_RPCH,Volume of exports of goods and services,Percent change,1996,7.45
TX_RPCH,Volume of exports of goods and services,Percent change,1997,9.741
TX_RPCH,Volume of exports of goods and services,Percent change,1998,7.013
TX_RPCH,Volume of exports of goods and services,Percent change,1999,2.387
TX_RPCH,Volume of exports of goods and services,Percent change,2000,6.72
TX_RPCH,Volume of exports of goods and services,Percent change,2001,3.757
TX_RPCH,Volume of exports of goods and services,Percent change,2002,9.077
TX_RPCH,Volume of exports of goods and services,Percent change,2003,4.926
TX_RPCH,Volume of exports of goods and services,Percent change,2004,5.262
TX_RPCH,Volume of exports of goods and services,Percent change,2005,3.84
TX_RPCH,Volume of exports of goods and services,Percent change,2006,3.712
TX_RPCH,Volume of exports of goods and services,Percent change,2007,3.004
TX_RPCH,Volume of exports of goods and services,Percent change,2008,-1.954
TX_RPCH,Volume of exports of goods and services,Percent change,2009,-11.956
TX_RPCH,Volume of exports of goods and services,Percent change,2010,10.987
TX_RPCH,Volume of exports of goods and services,Percent change,2011,11.126
TX_RPCH,Volume of exports of goods and services,Percent change,2012,3.61
TX_RPCH,Volume of exports of goods and services,Percent change,2013,4.994
TX_RPCH,Volume of exports of goods and services,Percent change,2014,4.772
TX_RPCH,Volume of exports of goods and services,Percent change,2015,4.128
TX_RPCH,Volume of exports of goods and services,Percent change,2016,1.176
TX_RPCH,Volume of exports of goods and services,Percent change,2017,8.249
TX_RPCH,Volume of exports of goods and services,Percent change,2018,6.623
TX_RPCH,Volume of exports of goods and services,Percent change,2019,5.07
TX_RPCH,Volume of exports of goods and services,Percent change,2020,-20.114
TX_RPCH,Volume of exports of goods and services,Percent change,2021,25.282
TX_RPCH,Volume of exports of goods and services,Percent change,2022,19.458
TX_RPCH,Volume of exports of goods and services,Percent change,2023,5.517
TX_RPCH,Volume of exports of goods and services,Percent change,2024,7.356
TX_RPCH,Volume of exports of goods and services,Percent change,2025,4.707
TX_RPCH,Volume of exports of goods and services,Percent change,2026,3.9
TX_RPCH,Volume of exports of goods and services,Percent change,2027,3.9
TX_RPCH,Volume of exports of goods and services,Percent change,2028,3.9
TX_RPCH,Volume of exports of goods and services,Percent change,2029,3.9
